ID,FechaEncuesta,PuntuacionAccesibilidad,PuntuacionCalidad,Comentarios,AreaRecreativaID
ES_351389,2024-01-28,,1.0,Neutral*,17110
ES_465422,2023/08/10,5.0,5.0,Insatisfecho,18074
ES_440977,2023/07/08,4.0,1.0,Satisfecho,6819627
ES_574851,2022/10/26,5.0,5.0,Neutral,17452
ES_632334,2024-02-19,5.0,2.0,Neutral,7107693
ES_640682,2023/08/09,3.0,4.0,Neutral,18171
ES_6769,2024/01/11,4.0,5.0,Muy insatisfecho,16692
ES_176166,2024/06/11,3.0,2.0,Neutral,16820
ES_264529,2023/03/18,1.0,2.0,Satisfecho_,18142
ES_660570,2024/06/20,2.0,4.0,Muy satisfecho,52153
ES_14057,2023-03-21,2.0,4.0,Satisfecho,18363
ES_311499,2023-08-24,5.0,5.0,Insatisfecho_,18182
ES_697893,2024/01/20,1.0,3.0,Insatisfecho,17508
ES_508385,2024-05-19,3.0,4.0,Insatisfecho,16909
ES_164664,2023-11-02,3.0,1.0,Insatisfecho,5246191
ES_815754,2024-07-24,2.0,3.0,Neutral,17173
ES_623039,2023-03-09,5.0,1.0,Muy insatisfecho_,8775334
ES_134930,2024/04/29,2.0,3.0,Muy satisfecho,52188
ES_1749,2024-04-05,4.0,5.0,Muy insatisfecho,17886
ES_220584,2023-03-16,4.0,1.0,Neutral,16888
ES_936826,2023/05/17,3.0,5.0,Muy insatisfecho,17523
ES_717301,2022/10/31,5.0,5.0,Satisfecho,17650
ES_282174,2023/12/25,1.0,3.0,Muy insatisfecho,18113
ES_885352,2023/02/14,3.0,5.0,Muy satisfecho,18444
ES_788655,2024-09-21,2.0,2.0,Muy satisfecho,18408
ES_784376,2023/03/03,3.0,3.0,Satisfecho,18155
ES_457171,2024-03-22,1.0,4.0,Muy satisfecho,52181
ES_154760,2024/07/07,4.0,3.0,Insatisfecho,17776
ES_301156,2024/01/03,5.0,1.0,Muy satisfecho,17292
ES_848216,2024-06-20,1.0,2.0,Muy satisfecho,18492
ES_850567,2023-05-24,1.0,5.0,Muy satisfecho,16877
ES_570694,2024/02/20,,,Muy insatisfecho,9292077
ES_267740,2023/03/20,4.0,1.0,Muy satisfecho,17863
ES_936748,2023-06-30,3.0,2.0,Insatisfecho,9180738
ES_697466,2022/10/21,5.0,2.0,Neutral,18037
ES_746593,2024-02-06,2.0,1.0,Neutral,17012
ES_350040,2024-09-05,3.0,5.0,Muy satisfecho,17787
ES_242970,2024/02/19,3.0,5.0,Satisfecho,17842
ES_346340,2024-03-18,4.0,2.0,Satisfecho,4792788
ES_101605,2024/05/14,3.0,4.0,Insatisfecho,16884
ES_254659,2024-09-03,5.0,4.0,Insatisfecho*,17947
ES_334056,2023-04-03,2.0,1.0,Insatisfecho,7602250
ES_859974,2024-02-26,2.0,2.0,Neutral,18153
ES_683436,2023/10/22,,,Neutral,17889
ES_24087,2024/01/08,5.0,3.0,Insatisfecho,16959
ES_339951,2023-11-21,2.0,3.0,Satisfecho,17891
ES_272299,2023-03-05,1.0,5.0,Satisfecho,18544
ES_709096,2024-07-07,1.0,4.0,Insatisfecho,52049
ES_961195,2024/09/27,5.0,3.0,Satisfecho,52082
ES_751356,2023/05/15,1.0,1.0,Muy satisfecho,16695
ES_788126,2024/04/28,2.0,3.0,Satisfecho,5246183
ES_849393,2023-08-03,4.0,2.0,Satisfecho,5241168
ES_885707,2023/03/09,3.0,4.0,Muy satisfecho,16732
ES_726515,2024-04-21,1.0,1.0,Satisfecho,17772
ES_928415,2022-11-26,3.0,3.0,Insatisfecho,52122
ES_553137,2024/09/15,3.0,5.0,Muy insatisfecho,16954
ES_400048,2024-05-10,4.0,3.0,Satisfecho,18336
ES_207030,2023-02-27,2.0,2.0,Neutral,52162
ES_998524,2024-08-15,5.0,5.0,Insatisfecho,17100
ES_674459,2023/05/30,2.0,5.0,Neutral,18251
ES_907264,2023/06/26,4.0,1.0,Neutral,17353
ES_269257,2024/06/10,3.0,1.0,Insatisfecho,16921
ES_303748,2023-09-28,1.0,5.0,Muy satisfecho_,17673
ES_745073,2023/03/29,3.0,3.0,Muy satisfecho,16708
ES_120385,2024-02-24,2.0,,Muy insatisfecho,5213829
ES_461609,2024-09-25,3.0,5.0,Neutral,16799
ES_851860,2023-11-22,1.0,3.0,Neutral,7162545
ES_2793,2023-01-18,1.0,,Muy insatisfecho,18335
ES_294576,2024-06-11,1.0,4.0,Muy satisfecho,3568695
ES_529183,2023/11/06,1.0,4.0,Insatisfecho,3566346
ES_145462,2022/11/01,3.0,4.0,Muy satisfecho,18517
ES_344126,2024/06/13,3.0,1.0,Muy insatisfecho,17570
ES_29751,2023/07/03,3.0,2.0,Neutral,17057
ES_266552,2023-04-08,1.0,2.0,Neutral,17572
ES_195916,2024-03-29,2.0,3.0,Muy insatisfecho,5071645
ES_241025,2023-09-05,3.0,4.0,Neutral,17514
ES_225487,2023/01/02,4.0,2.0,Insatisfecho,18378
ES_590815,2024-06-05,1.0,3.0,Neutral,17979
ES_304194,2024-06-28,5.0,3.0,Neutral,16934
ES_991211,2024/07/18,4.0,3.0,Muy satisfecho,17382
ES_857248,2024/01/04,3.0,2.0,Insatisfecho*,17633
ES_650577,2024-03-20,5.0,5.0,Muy insatisfecho,18524
ES_144942,2023/09/26,3.0,5.0,Muy satisfecho,52191
ES_213008,2022-10-27,4.0,,Muy satisfecho,18157
ES_118724,2023/12/29,3.0,5.0,Satisfecho,17296
ES_283659,2024-07-04,,2.0,Muy satisfecho,5240280
ES_387804,2024/04/14,2.0,4.0,Neutral,17797
ES_22138,2023/06/04,3.0,1.0,Muy satisfecho,17000
ES_548437,2024/08/26,1.0,2.0,Insatisfecho,52079
ES_540438,2023/03/29,5.0,3.0,Muy insatisfecho,52129
ES_104584,2023-01-04,,5.0,Neutral,18618
ES_258922,2024/06/21,2.0,5.0,Muy insatisfecho,16873
ES_396077,2024-06-06,3.0,3.0,Satisfecho,17533
ES_97266,2023/10/08,3.0,2.0,Muy insatisfecho,17827
ES_771075,2024-07-10,2.0,2.0,Insatisfecho,17714
ES_305875,2024/03/03,4.0,2.0,Insatisfecho,17707
ES_678639,2024-07-01,2.0,2.0,Muy satisfecho,17997
ES_991601,2024/03/21,4.0,3.0,Insatisfecho,8775149
ES_793296,2024-06-26,2.0,2.0,Muy satisfecho*,17488
ES_276271,2024-09-15,3.0,4.0,Muy insatisfecho,7595815
ES_729841,2024-07-30,1.0,1.0,Neutral,7403983
ES_749380,2023/07/22,4.0,1.0,Satisfecho,17415
ES_810485,2022/12/11,2.0,5.0,Muy satisfecho,17928
ES_334534,2023-09-30,2.0,3.0,Muy satisfecho,17144
ES_746096,2023/10/30,5.0,3.0,Satisfecho_,18312
ES_898025,2023-10-09,4.0,2.0,Muy satisfecho,16764
ES_301224,2023/11/21,5.0,1.0,Insatisfecho,17878
ES_994758,2024-09-02,1.0,3.0,Muy satisfecho~,17359
ES_152405,2024-09-06,2.0,1.0,Insatisfecho,17357
ES_619859,2023/01/16,1.0,2.0,Insatisfecho,16743
ES_817892,2023/02/06,2.0,2.0,Insatisfecho,18077
ES_12289,2023/11/02,,2.0,Muy satisfecho,17530
ES_858944,2023/01/11,1.0,5.0,Insatisfecho,17253
ES_667036,2022/12/31,3.0,5.0,Muy insatisfecho,17018
ES_922593,2023/09/05,3.0,3.0,Insatisfecho,16970
ES_346425,2022/11/02,1.0,1.0,Neutral,7927289
ES_707501,2023-10-02,3.0,5.0,Insatisfecho,18276
ES_639797,2022-10-24,2.0,2.0,Insatisfecho,7613890
ES_386275,2024-02-04,3.0,2.0,Satisfecho,18447
ES_329563,2023-12-27,5.0,2.0,Satisfecho,16936
ES_957928,2022/10/13,2.0,,Insatisfecho*,17011
ES_194756,2024-05-18,,3.0,Insatisfecho_,5654055
ES_200508,2023/01/07,4.0,3.0,Muy insatisfecho,17810
ES_471934,2022/10/31,3.0,3.0,Muy insatisfecho,5237112
ES_854241,2024-06-11,2.0,5.0,Insatisfecho,16871
ES_901325,2023-06-16,3.0,,Satisfecho,18307
ES_278052,2023-03-09,2.0,,Insatisfecho,5231441
ES_571462,2023/04/16,1.0,3.0,Muy satisfecho,8799603
ES_589642,2024-08-31,4.0,5.0,Insatisfecho,4737814
ES_536006,2024-01-23,4.0,5.0,Neutral,18362
ES_558451,2023/10/05,,,Satisfecho,17062
ES_239173,2024/07/03,1.0,1.0,Neutral,16753
ES_130237,2023-10-14,5.0,3.0,Neutral,18148
ES_758696,2023-06-11,2.0,,Neutral,17814
ES_793508,2024/08/31,5.0,1.0,Neutral,18615
ES_110536,2023/06/26,2.0,2.0,Muy satisfecho,18188
ES_577756,2022/12/01,,3.0,Muy satisfecho,18347
ES_545854,2023/10/08,2.0,2.0,Satisfecho,17660
ES_314743,2023-08-31,,3.0,Muy satisfecho,4737855
ES_946795,2024/07/12,4.0,1.0,Neutral,52094
ES_969141,2023-04-07,,,Muy insatisfecho,18520
ES_932673,2022/11/02,3.0,,Muy satisfecho,17588
ES_139285,2024/07/28,,1.0,Neutral,18021
ES_713576,2023/03/08,1.0,1.0,Muy satisfecho,17674
ES_949604,2023/08/19,2.0,2.0,Muy insatisfecho,17038
ES_214235,2022/11/09,4.0,1.0,Muy satisfecho,5237121
ES_588784,2024/04/26,4.0,4.0,Insatisfecho,18576
ES_330669,2023/04/19,4.0,5.0,Satisfecho,17850
ES_667934,2024-05-07,1.0,2.0,Satisfecho,5241182
ES_493188,2022/12/11,2.0,3.0,Satisfecho,17120
ES_415310,2023/06/21,2.0,5.0,Neutral~,5241185
ES_768149,2023-12-16,5.0,4.0,Satisfecho,18129
ES_19151,2023/12/06,3.0,3.0,Neutral,16785
ES_54518,2023-11-02,,4.0,Insatisfecho,17692
ES_475017,2023-08-20,4.0,4.0,Neutral,7127774
ES_593066,2023/10/22,1.0,5.0,Neutral,8775149
ES_126933,2023-04-24,,3.0,Satisfecho,17821
ES_954995,2023/07/24,4.0,4.0,Insatisfecho,18166
ES_850178,2024/06/05,,4.0,Insatisfecho,18607
ES_384944,2023/03/10,1.0,2.0,Neutral,17582
ES_468913,2023/07/06,2.0,5.0,Neutral,52049
ES_799593,2023/01/01,1.0,2.0,Insatisfecho*,7140941
ES_812260,2023-05-15,3.0,5.0,Muy satisfecho,7168554
ES_975655,2023/04/28,5.0,4.0,Muy satisfecho,18177
ES_718322,2024/04/28,1.0,3.0,Satisfecho,17298
ES_60367,2024-07-30,3.0,2.0,Muy insatisfecho,18358
ES_633661,2024/09/15,2.0,2.0,Muy insatisfecho_,17832
ES_366345,2024/06/05,4.0,2.0,Satisfecho,17032
ES_973007,2024-07-14,3.0,4.0,Neutral,18106
ES_68837,2024/03/12,,2.0,Insatisfecho,17068
ES_975450,2024-01-09,2.0,3.0,Neutral,3991299
ES_413615,2023-10-09,1.0,5.0,Insatisfecho,17912
ES_450456,2023-05-15,2.0,5.0,Muy insatisfecho,16853
ES_234041,2022-12-03,,2.0,Neutral,7168553
ES_325321,2022/11/06,2.0,3.0,Satisfecho,17070
ES_301719,2023-11-23,3.0,5.0,Muy satisfecho,17252
ES_370790,2022/12/24,1.0,4.0,Muy insatisfecho,5653909
ES_509500,2023-07-17,3.0,3.0,Satisfecho,17255
ES_757927,2022/11/09,5.0,1.0,Satisfecho,16913
ES_260738,2022-12-21,,5.0,Neutral,16977
ES_945550,2024/03/31,2.0,2.0,Muy satisfecho,4796512
ES_235879,2024/04/20,1.0,4.0,Neutral,8941726
ES_782092,2023-03-29,4.0,1.0,Insatisfecho,18011
ES_274449,2023/01/28,2.0,2.0,Muy insatisfecho,17007
ES_92104,2023/06/10,3.0,5.0,Insatisfecho*,9237483
ES_448850,2023-11-24,3.0,4.0,Insatisfecho,17281
ES_94685,2024/03/12,,,Muy satisfecho,52162
ES_37667,2024-03-13,1.0,3.0,Muy insatisfecho~,17258
ES_929660,2023-06-10,5.0,2.0,Muy satisfecho,7144128
ES_865479,2022/12/04,2.0,4.0,Muy insatisfecho,18037
ES_585548,2023/07/19,1.0,1.0,Muy insatisfecho,16751
ES_741782,2023-10-01,5.0,4.0,Muy satisfecho,9243145
ES_117534,2023/07/23,2.0,3.0,Muy satisfecho,17178
ES_840904,2023/01/17,3.0,5.0,Neutral,17977
ES_66560,2024/06/21,2.0,2.0,Satisfecho,16842
ES_211559,2024/02/18,2.0,3.0,Satisfecho_,17357
ES_914792,2024-01-02,,3.0,Satisfecho,52116
ES_492498,2024/04/17,3.0,3.0,Muy satisfecho,17118
ES_775508,2023/10/25,,4.0,Muy insatisfecho,17974
ES_858579,2023-08-06,5.0,2.0,Satisfecho,16755
ES_509990,2023-12-06,2.0,2.0,Satisfecho,17945
ES_381859,2023-04-28,2.0,,Neutral,17253
ES_795760,2023-04-09,5.0,3.0,Satisfecho,17869
ES_523351,2024/04/05,5.0,4.0,Muy satisfecho,4749887
ES_637068,2023/02/20,1.0,4.0,Satisfecho,17849
ES_381823,2023-01-22,5.0,2.0,Muy insatisfecho,16943
ES_474968,2024-07-07,,3.0,Insatisfecho,17908
ES_639064,2023-01-17,3.0,1.0,Satisfecho,17267
ES_979751,2022-11-08,3.0,1.0,Satisfecho,52158
ES_217933,2024-06-07,5.0,4.0,Muy insatisfecho,9180738
ES_948585,2023/05/09,5.0,2.0,Muy insatisfecho,18591
ES_625229,2024-10-07,,5.0,Muy satisfecho,18220
ES_110309,2024/01/29,4.0,2.0,Satisfecho,16697
ES_877134,2023/02/16,4.0,2.0,Satisfecho,18066
ES_26084,2022/11/18,5.0,2.0,Insatisfecho,4988273
ES_814209,2023/09/24,1.0,2.0,Neutral,17773
ES_558394,2024-07-11,1.0,2.0,Muy insatisfecho,451593
ES_398912,2023-04-05,1.0,,Muy satisfecho,18120
ES_268492,2023/07/04,3.0,3.0,Insatisfecho,52078
ES_204385,2024-08-04,5.0,5.0,Insatisfecho,18240
ES_375398,2023/12/26,1.0,3.0,Satisfecho,17730
ES_345648,2024-06-01,1.0,5.0,Muy satisfecho,18486
ES_187667,2023-07-04,1.0,1.0,Insatisfecho,17774
ES_802997,2023/07/27,1.0,,Neutral,18139
ES_985860,2023-10-18,4.0,5.0,Neutral,16943
ES_141657,2023-02-21,1.0,4.0,Neutral,17125
ES_508619,2023/08/25,,3.0,Satisfecho,17095
ES_881560,2023-10-11,4.0,2.0,Muy insatisfecho~,17933
ES_218866,2024-06-08,1.0,5.0,Muy insatisfecho,18607
ES_207171,2024-01-24,3.0,1.0,Neutral,3990761
ES_634572,2024-08-20,5.0,5.0,Insatisfecho,5158970
ES_540148,2023/12/24,3.0,1.0,Insatisfecho,16921
ES_924406,2024-04-23,5.0,1.0,Satisfecho,18420
ES_903539,2024/06/03,2.0,2.0,Neutral*,18484
ES_543585,2023-10-02,4.0,1.0,Muy insatisfecho,17393
ES_874395,2024-05-29,4.0,,Muy insatisfecho*,17090
ES_341721,2023/01/23,5.0,,Muy satisfecho,52060
ES_364712,2023/01/20,5.0,,Muy insatisfecho,4730800
ES_252468,2024/03/01,4.0,4.0,Neutral,17117
ES_725749,2024-07-18,4.0,1.0,Muy insatisfecho,16866
ES_831368,2023-11-24,2.0,1.0,Muy insatisfecho_,7247843
ES_477591,2024/05/01,3.0,4.0,Satisfecho,17654
ES_515852,2024-10-04,1.0,2.0,Neutral,17308
ES_591575,2024-02-01,2.0,1.0,Satisfecho*,17152
ES_92259,2024-01-01,5.0,1.0,Satisfecho,17308
ES_266968,2023-12-17,3.0,1.0,Neutral,17137
ES_141203,2024/09/20,1.0,2.0,Muy satisfecho*,18367
ES_972489,2023/01/06,2.0,4.0,Muy satisfecho,18587
ES_360014,2023-01-30,3.0,4.0,Muy satisfecho,9263613
ES_95247,2024-09-25,1.0,4.0,Muy satisfecho,9293991
ES_954286,2023-03-23,5.0,4.0,Satisfecho,17382
ES_174638,2022/12/29,3.0,2.0,Muy satisfecho~,17157
ES_364567,2023-08-07,4.0,4.0,Muy insatisfecho,5218470
ES_431070,2024/07/07,5.0,5.0,Neutral,16661
ES_915366,2024-08-01,2.0,2.0,Satisfecho,17329
ES_853925,2023-09-27,3.0,1.0,Satisfecho,17508
ES_552093,2024-01-03,2.0,5.0,Neutral,3566376
ES_1831,2023-05-15,1.0,5.0,Satisfecho,17985
ES_667475,2023-03-29,4.0,2.0,Insatisfecho,17159
ES_236120,2023/02/19,5.0,1.0,Muy insatisfecho,17066
ES_773313,2023-10-31,2.0,4.0,Insatisfecho,451521
ES_946447,2023-01-12,5.0,,Neutral,5240275
ES_266910,2024/05/15,2.0,2.0,Neutral,18520
ES_524913,2022-11-05,3.0,5.0,Muy insatisfecho,16994
ES_572960,2024-10-03,3.0,3.0,Satisfecho,17776
ES_367204,2023/07/22,3.0,5.0,Muy insatisfecho,18607
ES_651579,2024/01/21,,4.0,Satisfecho,18424
ES_46300,2023/12/28,1.0,,Neutral,17687
ES_351584,2024/04/27,1.0,5.0,Neutral_,16832
ES_338662,2023-02-07,2.0,5.0,Insatisfecho*,18174
ES_813885,2024-03-13,1.0,1.0,Muy satisfecho,18349
ES_178670,2024-01-05,5.0,1.0,Insatisfecho,451442
ES_56096,2024-09-15,4.0,5.0,Insatisfecho,4988362
ES_438423,2024/05/06,1.0,3.0,Neutral,3573332
ES_438184,2024/04/30,4.0,4.0,Neutral,52194
ES_216119,2023/08/18,1.0,2.0,Muy satisfecho,52123
ES_5592,2022-12-24,3.0,2.0,Muy satisfecho,16921
ES_119904,2023/10/31,4.0,2.0,Muy insatisfecho,9179375
ES_56613,2023/03/30,3.0,1.0,Neutral,17586
ES_325693,2023/04/21,5.0,4.0,Neutral,9263613
ES_492150,2023/01/18,2.0,4.0,Muy insatisfecho,4794560
ES_527580,2023/07/20,4.0,2.0,Satisfecho~,17930
ES_804797,2024/05/15,2.0,2.0,Muy insatisfecho,18550
ES_841067,2022/12/23,2.0,1.0,Muy satisfecho,18188
ES_801949,2023-02-25,1.0,1.0,Neutral,18069
ES_667884,2023/03/25,,4.0,Muy satisfecho,5240110
ES_41364,2024/01/29,5.0,5.0,Neutral,7182466
ES_101739,2023/05/19,1.0,3.0,Satisfecho,17838
ES_771964,2022/11/29,2.0,5.0,Satisfecho,17741
ES_533392,2024-05-18,1.0,1.0,Muy insatisfecho_,4985933
ES_785428,2023/04/10,2.0,,Satisfecho,16994
ES_169250,2023-05-09,5.0,4.0,Muy satisfecho,8907322
ES_802544,2023-07-23,5.0,1.0,Neutral,17346
ES_676317,2023/08/24,,5.0,Muy satisfecho,7356671
ES_303608,2023/07/23,3.0,,Insatisfecho_,17178
ES_664831,2024-05-05,3.0,1.0,Muy insatisfecho,17061
ES_82251,2023/06/19,5.0,3.0,Satisfecho,3569191
ES_844563,2022/10/21,2.0,4.0,Satisfecho,18556
ES_534445,2022-11-06,4.0,2.0,Muy satisfecho,17724
ES_509970,2024/09/13,4.0,4.0,Neutral,4730844
ES_607065,2022-11-25,1.0,,Muy satisfecho,16732
ES_932464,2023/10/11,5.0,4.0,Muy satisfecho,3990761
ES_704599,2023/11/27,2.0,4.0,Muy satisfecho,3990761
ES_866181,2024/06/17,3.0,3.0,Insatisfecho,17925
ES_514482,2024-03-04,3.0,4.0,Muy insatisfecho,17027
ES_829150,2022/12/16,3.0,4.0,Satisfecho,17967
ES_912218,2024/05/04,5.0,2.0,Muy satisfecho,17209
ES_456222,2023-01-24,3.0,5.0,Insatisfecho,5653984
ES_87648,2023-12-21,2.0,5.0,Neutral,17358
ES_320921,2023-08-06,,4.0,Muy insatisfecho,7280560
ES_228687,2023-02-12,1.0,4.0,Insatisfecho,18034
ES_750210,2024/01/14,4.0,3.0,Muy satisfecho,17872
ES_537658,2024-06-29,1.0,3.0,Neutral,18018
ES_75951,2024-09-08,4.0,4.0,Satisfecho,18601
ES_514178,2022/12/16,5.0,1.0,Satisfecho,52185
ES_17964,2024/01/23,5.0,2.0,Satisfecho,16899
ES_126100,2023-05-17,4.0,1.0,Muy satisfecho,17618
ES_147077,2024-07-18,4.0,3.0,Muy insatisfecho,17273
ES_623756,2022-12-18,3.0,1.0,Satisfecho,18300
ES_732725,2022-12-16,5.0,1.0,Muy satisfecho,5653877
ES_995752,2023/12/31,2.0,4.0,Insatisfecho,16863
ES_265288,2023-06-30,4.0,,Insatisfecho,17299
ES_335706,2022-12-25,5.0,3.0,Neutral,16770
ES_264204,2023-12-13,1.0,4.0,Satisfecho,7107707
ES_261533,2023/11/14,5.0,3.0,Neutral,18059
ES_784948,2024/03/24,2.0,1.0,Muy satisfecho,16923
ES_353946,2023-05-05,5.0,4.0,Insatisfecho,16984
ES_136816,2024/02/14,3.0,4.0,Neutral,17619
ES_198070,2023/11/22,5.0,,Satisfecho,16728
ES_384097,2024-01-10,5.0,2.0,Insatisfecho,17986
ES_255462,2023-02-12,3.0,,Insatisfecho,5224222
ES_225101,2023-11-09,,2.0,Insatisfecho,17969
ES_361634,2024-06-15,2.0,5.0,Muy insatisfecho,17695
ES_100154,2023/04/03,2.0,1.0,Satisfecho,16770
ES_659465,2023-12-30,4.0,4.0,Insatisfecho,18505
ES_304823,2023-01-08,3.0,5.0,Muy satisfecho,17777
ES_761067,2023-08-12,1.0,2.0,Insatisfecho,18552
ES_500614,2024-08-30,3.0,3.0,Muy insatisfecho,18084
ES_537010,2023-01-16,2.0,2.0,Muy satisfecho*,18542
ES_554610,2024/02/04,1.0,4.0,Insatisfecho,18137
ES_405384,2023/02/24,4.0,,Muy insatisfecho,17854
ES_461916,2022-12-24,1.0,2.0,Insatisfecho,17472
ES_83793,2023/11/29,2.0,2.0,Satisfecho,18056
ES_704895,2023-12-01,3.0,4.0,Insatisfecho,17784
ES_419450,2023/04/17,,2.0,Neutral,5654016
ES_639511,2023/09/28,,1.0,Muy insatisfecho,18282
ES_905843,2023-08-07,2.0,2.0,Muy insatisfecho,17121
ES_242887,2024-03-25,2.0,3.0,Insatisfecho,4749888
ES_570326,2023/05/19,,5.0,Muy insatisfecho,17032
ES_685731,2022-11-29,2.0,5.0,Muy insatisfecho,17389
ES_443625,2023-06-11,3.0,3.0,Insatisfecho,17628
ES_511100,2024-09-28,4.0,1.0,Muy insatisfecho,5246199
ES_998826,2023-04-28,1.0,4.0,Muy satisfecho,17695
ES_311908,2024-01-07,2.0,4.0,Muy satisfecho,6779455
ES_887093,2022-12-18,5.0,5.0,Satisfecho,18225
ES_823417,2023/11/10,,,Satisfecho,7126494
ES_833985,2023-06-29,4.0,4.0,Satisfecho,18457
ES_753722,2023-11-09,2.0,4.0,Neutral,17957
ES_820890,2024/05/04,4.0,,Muy insatisfecho,52168
ES_287728,2023/11/20,2.0,5.0,Muy insatisfecho,3569191
ES_40538,2023-05-11,2.0,2.0,Insatisfecho,17950
ES_164739,2023-07-22,2.0,5.0,Muy insatisfecho,8786012
ES_195420,2024/01/21,4.0,2.0,Insatisfecho,5653727
ES_817029,2023/09/02,,5.0,Insatisfecho,18080
ES_98636,2024/01/28,1.0,5.0,Muy insatisfecho,18559
ES_272816,2023/03/20,1.0,3.0,Muy satisfecho,17797
ES_902599,2023-09-09,2.0,5.0,Muy insatisfecho,17293
ES_299119,2023-09-10,3.0,1.0,Insatisfecho,52209
ES_759624,2024/07/31,3.0,4.0,Insatisfecho,17798
ES_120488,2023/07/19,4.0,1.0,Satisfecho,52174
ES_910342,2024/06/13,1.0,4.0,Muy satisfecho,7927322
ES_554358,2023-11-30,1.0,4.0,Satisfecho,9403205
ES_768877,2023/01/11,3.0,2.0,Insatisfecho,16823
ES_957007,2023-11-06,5.0,2.0,Satisfecho,18357
ES_825288,2024-02-23,2.0,2.0,Neutral,5246182
ES_737111,2024-02-18,5.0,,Satisfecho,5237116
ES_335069,2023/09/19,5.0,2.0,Neutral,17422
ES_725574,2024-07-27,4.0,1.0,Muy insatisfecho_,18461
ES_456701,2023-09-22,5.0,,Muy insatisfecho,17923
ES_929440,2023/11/27,5.0,2.0,Muy insatisfecho*,17663
ES_702407,2023-08-06,2.0,3.0,Neutral,52116
ES_654502,2023/09/03,4.0,1.0,Neutral,52152
ES_715374,2023-06-16,5.0,4.0,Insatisfecho,7144040
ES_682147,2023-02-24,3.0,,Neutral,5246199
ES_543944,2024-06-16,2.0,2.0,Satisfecho_,16946
ES_873823,2024/03/19,1.0,4.0,Muy insatisfecho,17210
ES_242358,2024-02-27,1.0,5.0,Insatisfecho,17956
ES_949569,2023/04/09,,,Muy satisfecho,18372
ES_456279,2023/11/05,2.0,1.0,Muy insatisfecho,17814
ES_373362,2023/08/28,3.0,1.0,Neutral,18571
ES_629725,2023/04/26,3.0,3.0,Muy insatisfecho,7896349
ES_44811,2023/03/17,5.0,3.0,Muy satisfecho~,17178
ES_991198,2024/07/23,1.0,4.0,Muy satisfecho,4985928
ES_697742,2022-11-16,2.0,4.0,Muy satisfecho,17165
ES_539920,2023/01/06,5.0,3.0,Muy satisfecho,52041
ES_821466,2023-02-24,3.0,2.0,Muy satisfecho,17114
ES_66225,2023/10/07,2.0,2.0,Satisfecho,5246188
ES_95923,2024/04/13,5.0,1.0,Neutral,7928105
ES_557711,2023/10/23,1.0,1.0,Muy insatisfecho,17348
ES_279140,2024/05/30,2.0,4.0,Satisfecho_,17008
ES_78511,2023/01/21,4.0,4.0,Muy satisfecho,5240284
ES_377421,2023-06-26,1.0,5.0,Muy insatisfecho,18197
ES_397570,2024/08/21,4.0,3.0,Muy satisfecho,17824
ES_911162,2024-07-14,,2.0,Insatisfecho,17119
ES_678196,2023-08-14,5.0,2.0,Insatisfecho,17820
ES_531154,2023-02-06,5.0,1.0,Muy insatisfecho*,16753
ES_678374,2023-03-04,1.0,4.0,Muy insatisfecho,16663
ES_92193,2024/09/03,2.0,4.0,Neutral,18268
ES_177266,2023/02/12,3.0,3.0,Insatisfecho,17921
ES_427760,2023-01-21,3.0,2.0,Satisfecho,18219
ES_433351,2024-03-11,3.0,5.0,Neutral,16887
ES_615110,2023/05/17,4.0,3.0,Insatisfecho,17267
ES_530793,2024-05-18,1.0,2.0,Insatisfecho,17954
ES_664925,2024-04-04,5.0,5.0,Neutral,9272789
ES_501807,2022-11-04,1.0,3.0,Muy insatisfecho,17064
ES_720869,2023-08-13,3.0,4.0,Insatisfecho,4985933
ES_724982,2023-10-22,4.0,3.0,Muy satisfecho,16782
ES_666869,2023/02/10,4.0,1.0,Insatisfecho,17749
ES_955200,2024/07/18,2.0,4.0,Satisfecho,9263613
ES_825790,2022/12/27,4.0,2.0,Muy satisfecho,16717
ES_220567,2023/11/11,1.0,4.0,Insatisfecho,52103
ES_226281,2024-04-26,3.0,4.0,Neutral~,9187543
ES_903902,2023/12/09,1.0,1.0,Muy satisfecho,17534
ES_603172,2024/08/15,5.0,2.0,Insatisfecho,17696
ES_932649,2022-11-17,1.0,1.0,Insatisfecho,16971
ES_248137,2023/07/02,1.0,5.0,Satisfecho,18616
ES_835628,2023-03-26,,2.0,Muy insatisfecho,16904
ES_785790,2024/01/27,1.0,4.0,Neutral,17302
ES_475698,2023-02-12,5.0,2.0,Muy satisfecho,7862164
ES_432625,2023/08/08,3.0,1.0,Muy satisfecho,18487
ES_134140,2022-12-24,2.0,5.0,Neutral,17519
ES_334986,2023/12/19,2.0,5.0,Muy satisfecho,7602200
ES_759235,2022/12/14,1.0,,Muy satisfecho,4737943
ES_417305,2023/05/15,2.0,3.0,Neutral,16989
ES_502821,2022/10/16,1.0,5.0,Muy satisfecho,16676
ES_11931,2023/06/10,1.0,4.0,Muy insatisfecho_,5240285
ES_937981,2024/07/14,3.0,2.0,Muy satisfecho,4749886
ES_865826,2024-07-15,4.0,5.0,Neutral~,17117
ES_773528,2023/12/07,4.0,1.0,Insatisfecho,17217
ES_28070,2023-07-30,1.0,,Muy satisfecho*,16748
ES_487014,2024/05/28,4.0,1.0,Satisfecho,17078
