ID,FechaReporte,TipoIncidente,Gravedad,AreaRecreativaID
IS_398735,2023/08/15,Robo,Media,18243
IS_705201,2023/11/08,Robo,Alta,8218587
IS_187228,2024-04-06,Comportamiento inadecuado,Media,7125603
IS_744331,2024-01-07,,Alta,3991019
IS_941109,2023/11/29,Robo,Alta,5653727
IS_90610,2023-07-28,Robo,Baja,17926
IS_599356,2024/09/04,Daño estructural,Baja,17253
IS_14749,2022/12/30,Robo,Baja,17180
IS_668735,2023/08/05,Vandalismo,Media,5109124
IS_468234,2023/12/28,Comportamiento inadecuado,Baja,18224
IS_458329,2023/03/17,Comportamiento inadecuado,Alta~,17110
IS_981173,2023/04/24,Vandalismo,Alta,3573018
IS_351818,2024/05/26,,Alta,16740
IS_622571,2024/04/10,Daño estructural,Baja,3960567
IS_426777,2023/04/01,Comportamiento inadecuado,Baja*,4792788
IS_39237,2022-12-07,Daño estructural,Media,3991326
IS_449812,2024/05/30,Vandalismo,Baja,17493
IS_451153,2022-12-26,Daño estructural,Alta,17968
IS_707913,2023-10-19,Vandalismo,Media,4988166
IS_974770,2024-05-16,Comportamiento inadecuado,Baja,52103
IS_929987,2023/12/23,Robo,Baja,18021
IS_546542,2022/12/31,Vandalismo,Baja,4996971
IS_785095,2024-05-17,Comportamiento inadecuado,Baja,18017
IS_759070,2024-06-30,Daño estructural,Alta,5241178
IS_61790,2023/01/07,Daño estructural,Media,18454
IS_397022,2023-04-18,Vandalismo,Alta,52130
IS_331904,2023/09/29,Vandalismo,Media,18368
IS_309493,2023-08-19,Vandalismo,Alta,17745
IS_21854,2024/05/06,Vandalismo,Media,17295
IS_442212,2023/08/10,Vandalismo,Baja,7248199
IS_62768,2023-06-13,Daño estructural,Media,17639
IS_978462,2022-12-22,Robo,Alta~,52073
IS_681864,2024-01-04,Robo,Media,18315
IS_525995,2023/09/26,Comportamiento inadecuado,Media,17018
IS_480633,2024-03-15,Robo,Baja,17022
IS_930579,2024-01-18,Daño estructural,Baja,5174650
IS_540781,2024-05-14,Vandalismo,Alta,3991019
IS_242195,2023/01/09,Daño estructural,Media,17829
IS_75775,2024/08/19,Daño estructural,Alta,17048
IS_2747,2022/11/13,,Alta,18021
IS_961002,2024/10/05,Vandalismo,Baja,18113
IS_151731,2024-01-04,Daño estructural,Alta,5213834
IS_822800,2023-07-13,Comportamiento inadecuado,Baja,6819627
IS_103831,2024-08-05,Robo,Media,9046724
IS_536443,2023/09/27,Daño estructural,Baja,16707
IS_303526,2023/06/28,Comportamiento inadecuado,Media,18112
IS_721813,2023-08-28,Daño estructural,Media,17622
IS_495847,2024-08-11,Comportamiento inadecuado,Baja,7126499
IS_564291,2023/12/03,Vandalismo,Alta,3961443
IS_740774,2024-05-19,,Baja,17834
IS_951847,2023-07-05,Vandalismo,Media,18336
IS_374203,2024/07/02,Comportamiento inadecuado,Baja,17206
IS_467772,2024-09-29,Daño estructural,Media,52103
IS_190522,2023-08-14,Comportamiento inadecuado,Media,18296
IS_223201,2023-08-01,Daño estructural,Baja,8800259
IS_390261,2023-06-06,Comportamiento inadecuado,Baja~,5246185
IS_714129,2023-07-23,Vandalismo,Media,17964
IS_354651,2023/09/08,Vandalismo,Alta,17349
IS_416684,2023-02-26,Vandalismo,Alta,16890
IS_410745,2024/05/03,Daño estructural,Alta,17487
IS_930944,2022/10/28,Robo,Media,17885
IS_804974,2023/12/30,Robo,Media,17315
IS_450737,2023-04-11,Robo,Media~,17898
IS_117050,2022/10/19,Vandalismo,Baja,18304
IS_630790,2023/11/08,Robo,Baja,7906811
IS_785646,2023/08/23,Vandalismo,Baja,17652
IS_436748,2023-07-22,Vandalismo,Media,18492
IS_159292,2023/09/01,Vandalismo,Media,18558
IS_724529,2024/09/25,Robo,Alta,4737814
IS_455936,2024/09/02,Daño estructural,Alta,5025103
IS_160397,2023-12-17,,Alta,17282
IS_12393,2023/04/18,Daño estructural,Media,17815
IS_49316,2022-12-06,Vandalismo,Baja,17131
IS_253586,2023/05/12,Comportamiento inadecuado,Media,17291
IS_855895,2023-06-08,Daño estructural,Alta_,18575
IS_811494,2023-02-19,Vandalismo,Media,16890
IS_69575,2024/03/20,Comportamiento inadecuado,Alta,5653971
IS_604167,2022/12/01,Daño estructural,Alta,18238
IS_986829,2023-11-10,,Baja*,16676
IS_215276,2023/01/19,Vandalismo,Alta,18168
IS_931699,2023/01/23,Comportamiento inadecuado,Media,52058
IS_436352,2023/12/19,Comportamiento inadecuado,Baja,17932
IS_898823,2022-11-03,Robo,Media,7841427
IS_572420,2024/05/10,Vandalismo,Baja,16917
IS_900384,2022/12/18,Robo,Baja*,17579
IS_805030,2024-06-23,Vandalismo,Baja,52101
IS_815850,2023-11-18,Vandalismo,Alta_,18091
IS_641628,2024-04-10,Robo,Baja_,17606
IS_226311,2024/04/22,Comportamiento inadecuado,Baja,17736
IS_773223,2023/09/13,Robo,Media,18072
IS_413571,2024-06-03,Daño estructural,Alta,7021749
IS_385594,2023-01-06,Robo,Media,17530
IS_466557,2023-11-21,Daño estructural,Baja_,17838
IS_533017,2023-12-06,Robo,Media,4737835
IS_445386,2022/12/02,Vandalismo,Baja,18067
IS_353390,2023-06-20,Robo,Baja,7927289
IS_559811,2024/04/08,Daño estructural,Alta,17910
IS_479474,2023/11/26,Robo,Media,7802464
IS_299728,2024/04/12,Daño estructural,Alta,17002
IS_76530,2024/08/31,Daño estructural,Media,17650
IS_139022,2024/05/31,Robo,Alta,5654018
IS_509972,2023/03/27,Robo,Baja,9277882
IS_569241,2023-11-07,Comportamiento inadecuado,Baja,18248
IS_418115,2024/05/05,Daño estructural,Baja,16711
IS_131916,2024-10-07,Robo,Alta,18452
IS_985878,2023/11/20,Robo,Media,17911
IS_60684,2023-06-22,Vandalismo,Baja,17631
IS_313877,2022/11/29,Daño estructural,Baja,16837
IS_531901,2024-08-04,Daño estructural,Baja,7886698
IS_799102,2024/10/03,Comportamiento inadecuado,Media,18089
IS_915015,2024-09-14,Daño estructural,Baja,52058
IS_335127,2022-11-01,Comportamiento inadecuado,Media,5240277
IS_892598,2024/04/07,Daño estructural,Baja,17967
IS_363386,2024/08/04,Robo,Media_,18431
IS_717523,2022-12-23,Comportamiento inadecuado,Baja,3573056
IS_597061,2023/04/04,Daño estructural,Baja,52185
IS_932723,2024-05-19,Comportamiento inadecuado,Alta,16769
IS_108357,2023-10-20,Comportamiento inadecuado,Media,18638
IS_539989,2024/02/26,Vandalismo,Media,17776
IS_784037,2023/04/20,Vandalismo,Baja,17082
IS_818433,2024-04-24,Daño estructural,Alta,5241173
IS_693432,2023-11-11,Daño estructural,Alta,52227
IS_609261,2023/12/10,,Baja,16956
IS_255960,2023/07/15,Vandalismo,Alta,17677
IS_187289,2023/06/13,Daño estructural,Baja,5224222
IS_925982,2024/08/29,Vandalismo,Alta,5654053
IS_972699,2024-03-22,Robo,Alta,17087
IS_748134,2023-01-09,Vandalismo,Media,16859
IS_682419,2023-12-01,Daño estructural,Media~,17701
IS_964309,2023-06-08,Vandalismo,Alta,17367
IS_206286,2024-02-04,Daño estructural,Baja,17996
IS_474906,2024/07/22,Daño estructural,Media,7127772
IS_639924,2024/04/07,Robo,Baja,52209
IS_523598,2024-04-09,Comportamiento inadecuado,Media,18207
IS_773964,2024/09/19,Vandalismo,Baja,16753
IS_365736,2023-02-04,Vandalismo,Media,17016
IS_509768,2022/10/28,Robo,Alta,17392
IS_903401,2023-09-22,Vandalismo,Baja,5240325
IS_123081,2024-02-19,Comportamiento inadecuado,Alta*,17403
IS_216343,2024-03-12,Robo,Alta_,17036
IS_986368,2023/05/09,,Baja,18239
IS_695088,2024/01/29,Daño estructural,Alta,17022
IS_554033,2024/05/16,Daño estructural,Baja,17065
IS_814330,2022/11/04,Daño estructural,Alta*,18333
IS_433170,2024-08-09,Daño estructural,Alta*,17397
IS_512253,2023-10-17,Daño estructural,Baja,17499
IS_191162,2023-11-05,Robo,Baja,16959
IS_636341,2022/12/31,Daño estructural,Media~,52068
IS_853991,2022-10-19,Robo,Media,17635
IS_813393,2023/07/19,,Alta,17333
IS_22544,2023/01/25,Daño estructural,Baja,16748
IS_845358,2024-09-25,Robo,Baja,16863
IS_151836,2023/11/21,Comportamiento inadecuado,Media,4704499
IS_75564,2024/03/14,Vandalismo,Media,17886
IS_331019,2023/10/27,Daño estructural,Alta,16859
IS_269043,2023/03/26,Comportamiento inadecuado,Alta,5158970
IS_329403,2023-07-10,Comportamiento inadecuado,Baja~,18268
IS_439592,2024-02-11,Robo,Alta,17753
IS_296093,2023/01/16,Comportamiento inadecuado,Media,17387
IS_794692,2023-10-22,Comportamiento inadecuado,Media,3531283
IS_723202,2023-01-12,Vandalismo,Media,3531284
IS_846379,2024/09/10,Robo,Media,17111
IS_679793,2023/03/31,Comportamiento inadecuado,Alta,7162223
IS_816191,2023/07/11,Comportamiento inadecuado,Baja,7591499
IS_586497,2024/08/04,Robo,Baja,17455
IS_715307,2024/09/04,Robo,Baja,461181
IS_411672,2023-01-19,Comportamiento inadecuado,Media,52055
IS_782932,2022-11-21,,Baja,52166
IS_47925,2023/11/22,Robo,Alta,52208
IS_416479,2023/04/04,Robo,Baja*,16866
IS_561364,2023/06/11,Daño estructural,Baja,16708
IS_532897,2023-01-22,Vandalismo,Baja,17409
IS_984024,2023-04-28,Vandalismo,Baja,17976
IS_327099,2023/01/22,Comportamiento inadecuado,Alta,18586
IS_213800,2023-01-25,Vandalismo,Baja,18323
IS_552084,2023-07-22,Robo,Baja,52051
IS_787662,2023-03-22,,Baja,18135
IS_350568,2023/08/06,Comportamiento inadecuado,Baja,16805
IS_747162,2023/03/08,Daño estructural,Media,18434
IS_321519,2023/06/20,Comportamiento inadecuado,Baja,17434
IS_251117,2023/12/02,,Media*,17103
IS_177429,2024/01/19,Vandalismo,Alta,18597
IS_398004,2023-04-22,Comportamiento inadecuado,Baja~,18554
IS_917961,2022-12-03,Daño estructural,Media,3569191
IS_588649,2024-02-09,Daño estructural,Alta,18285
IS_240139,2023-03-24,Comportamiento inadecuado,Baja,17794
IS_168701,2023-03-03,Robo,Media,18414
IS_557402,2024/06/09,Daño estructural,Media,5218554
IS_709504,2023/07/21,Daño estructural,Media,3569210
IS_236561,2023-11-18,Robo,Alta,5195676
IS_684454,2024/03/26,Vandalismo,Media,17485
IS_983031,2023-10-20,Vandalismo,Media,17553
IS_575553,2024-09-05,Robo,Alta,18244
IS_88104,2024/10/05,Daño estructural,Alta,17584
IS_680683,2023/12/13,,Alta,52217
IS_810467,2023/12/11,Comportamiento inadecuado,Baja_,17894
IS_60371,2024/10/01,Robo,Baja,7144275
IS_75109,2024/03/13,Comportamiento inadecuado,Alta,16692
IS_356173,2023/11/30,Robo,Baja,16784
IS_51435,2024/08/06,Daño estructural,Media,7591607
IS_674704,2023/09/26,Robo,Alta,18190
IS_637527,2023/10/20,Vandalismo,Alta,18099
IS_331864,2024-01-28,Daño estructural,Media,17594
IS_604903,2022-10-20,Robo,Alta,5654012
IS_226094,2023-08-15,Vandalismo,Alta~,52231
IS_122333,2024-01-07,Robo,Baja,18498
IS_509730,2024/04/27,Vandalismo,Baja,17831
IS_357328,2022/12/26,Vandalismo,Baja,18002
IS_93963,2023-02-02,Daño estructural,Alta,17957
IS_264537,2023/07/11,Daño estructural,Alta~,18318
IS_628382,2023/10/13,Daño estructural,Media,17214
IS_193973,2023/09/22,Comportamiento inadecuado,Alta,17338
IS_560032,2024/04/13,Daño estructural,Alta,7125671
IS_826913,2024-08-17,Vandalismo,Media,7603212
IS_132809,2022/12/17,Robo,Alta,17011
IS_530124,2023-10-17,Robo,Baja,52045
IS_445245,2022-11-27,Daño estructural,Media,16657
IS_145867,2023-05-15,Comportamiento inadecuado,Media,8799638
IS_793767,2023-10-26,Comportamiento inadecuado,Alta,5166868
IS_279819,2023/03/27,Comportamiento inadecuado,Media,3566373
IS_51852,2023-03-02,,Alta,17694
IS_282009,2024/05/20,Vandalismo,Alta,17502
IS_188460,2023/05/03,Comportamiento inadecuado,Baja,7247845
IS_208117,2023/01/29,Vandalismo,Media,18372
IS_584954,2022-11-02,,Media,18325
IS_543434,2023/02/22,Robo,Alta,8799543
IS_171642,2024-01-28,Robo,Baja,17566
IS_195271,2023/11/12,Comportamiento inadecuado,Media,8799606
IS_855023,2023/09/01,Vandalismo,Alta,17780
IS_96099,2022-12-07,Robo,Alta,8914014
IS_114879,2023/09/15,Robo,Baja,17743
IS_491610,2024/06/08,Robo,Alta,16669
IS_399864,2023-02-17,Daño estructural,Baja,17988
IS_873273,2023/05/15,Comportamiento inadecuado,Alta,7162223
IS_487361,2023/12/03,Daño estructural,Baja*,52221
IS_890995,2023/12/20,Vandalismo,Baja,18592
IS_750770,2024-01-19,Daño estructural,Alta,52146
IS_397204,2023-07-30,Vandalismo,Baja,18527
IS_377949,2023-06-22,Vandalismo,Media,17858
IS_771977,2023-09-04,Comportamiento inadecuado,Baja_,17047
IS_563908,2024/08/08,Daño estructural,Media,8785504
IS_684531,2022/12/31,,Baja,17679
IS_578598,2024-02-27,Comportamiento inadecuado,Baja,16831
IS_712078,2023-05-27,Vandalismo,Alta,17503
IS_22819,2024-04-20,Daño estructural,Baja,5197210
IS_842446,2023/02/26,Daño estructural,Media,7943776
IS_127115,2024-01-30,Comportamiento inadecuado,Baja,18134
IS_877002,2023/06/16,Daño estructural,Media,17211
IS_796092,2023/11/15,Comportamiento inadecuado,Media,18235
IS_471500,2023-04-01,,Alta,5213831
IS_888256,2023-02-04,Comportamiento inadecuado,Alta,18489
IS_64902,2022-11-08,Comportamiento inadecuado,Baja,4985933
IS_924325,2024-03-30,,Media,17023
IS_508874,2023/06/21,Robo,Media,7838836
IS_228719,2024-09-26,Comportamiento inadecuado,Baja,18550
IS_258488,2024-09-08,Robo,Media,17591
IS_817858,2023/02/05,Daño estructural,Baja,17285
IS_396649,2023-02-13,Daño estructural,Alta,5237108
IS_417656,2023/06/06,Daño estructural,Media_,17455
IS_310099,2024/08/15,,Baja,3568306
IS_17800,2023/02/23,Robo,Alta,18537
IS_316085,2022-10-23,Robo,Baja,17363
IS_656393,2023-10-13,Daño estructural,Alta,16667
IS_982888,2024-05-13,Vandalismo,Media~,16972
IS_38618,2024/04/28,Daño estructural,Media,7840614
IS_342747,2024-05-13,Vandalismo,Baja,18474
IS_981696,2023-03-05,Robo,Media,18620
IS_627302,2023-09-11,Vandalismo,Baja,17265
IS_418198,2024-08-27,Robo,Media,7125671
IS_785307,2023/01/29,Daño estructural,Baja,18031
IS_713889,2023-02-05,Vandalismo,Media~,18352
IS_757900,2024-05-30,Robo,Alta,18096
IS_877200,2024-05-12,Comportamiento inadecuado,Baja,16701
IS_552492,2023-10-09,Vandalismo,Baja,52185
IS_379740,2024-05-06,Daño estructural,Baja,17747
IS_795800,2024/09/28,Daño estructural,Alta,52057
IS_893707,2024-01-25,Comportamiento inadecuado,Baja,17196
IS_972561,2023/02/06,Robo,Alta~,17757
IS_22101,2022-10-11,Comportamiento inadecuado,Media,7126531
IS_401756,2024/09/22,Vandalismo,Media,16916
IS_45047,2024/04/21,Daño estructural,Alta,17207
IS_356166,2023-07-02,Comportamiento inadecuado,Media,7059771
IS_53000,2023/07/09,,Media,17706
IS_419735,2023/12/02,Daño estructural,Media,17866
IS_282833,2024/06/15,Daño estructural,Baja,6843085
IS_89912,2024/10/07,Vandalismo,Baja,16785
IS_151593,2023-09-16,Daño estructural,Baja*,18168
IS_450821,2023/08/28,Daño estructural,Alta,18071
IS_536572,2023-12-25,,Media,16842
IS_753419,2024/01/19,,Alta,7129038
IS_682729,2022/10/18,,Media,8799554
IS_986336,2024-04-16,Vandalismo,Alta,17674
IS_496443,2023-01-05,Vandalismo,Baja,17375
IS_285310,2023-10-08,Vandalismo,Baja,18504
IS_93630,2022/11/09,Vandalismo,Alta,18304
IS_827235,2023/01/24,Comportamiento inadecuado,Alta,18492
IS_688865,2024-04-03,,Media,16693
IS_675989,2024/03/23,Vandalismo,Media,18090
IS_975323,2023/04/04,Daño estructural,Media,17559
IS_346834,2023-11-27,Daño estructural,Alta,18594
IS_20704,2024/01/28,Robo,Alta,52050
IS_714324,2023-09-26,Robo,Alta,9294001
IS_787744,2023-08-26,,Alta,16661
IS_836909,2023-12-01,,Alta,17424
IS_637741,2023-01-16,Vandalismo,Media_,17774
IS_812627,2023/12/10,Vandalismo,Alta,17560
IS_301955,2022-11-01,Comportamiento inadecuado,Alta,17737
IS_880692,2022/11/19,Daño estructural,Baja,16867
IS_111134,2024/02/04,Vandalismo,Alta,17254
IS_318685,2024-06-21,Robo,Baja,17297
IS_961552,2023-12-17,Vandalismo,Media,5246183
IS_972751,2024-05-10,Daño estructural,Alta~,6819624
IS_336712,2023-08-24,Daño estructural,Baja,17456
IS_102423,2022/12/29,Robo,Baja,16862
IS_70552,2024-08-08,Vandalismo,Media,17213
IS_81279,2024/06/29,Comportamiento inadecuado,Alta,17800
IS_455200,2023/10/19,Comportamiento inadecuado,Baja,9269361
IS_414908,2024-10-06,Comportamiento inadecuado,Baja_,16696
IS_711261,2024-05-15,Daño estructural,Baja,18346
IS_512929,2024/09/28,,Baja,17973
IS_709076,2024/08/10,,Media,17711
IS_146513,2023/06/10,Vandalismo,Alta,17993
IS_212574,2023/02/07,Vandalismo,Media,17495
IS_9977,2024/02/28,,Media,17273
IS_362155,2023-09-28,Vandalismo,Alta,52164
IS_175720,2022-12-11,Daño estructural,Media,5246184
IS_893784,2024-09-08,Comportamiento inadecuado,Media,4985933
IS_900496,2023/06/19,Comportamiento inadecuado,Media,16786
IS_963215,2023/03/18,Vandalismo,Media,52201
IS_331144,2022-12-13,Robo,Media_,16738
IS_816158,2024/05/26,Vandalismo,Baja,7838758
IS_349278,2024/02/16,Robo,Alta,18573
IS_813404,2023-06-13,Daño estructural,Media,17087
IS_11448,2024/08/02,Vandalismo,Media,17730
IS_610048,2022/11/25,Comportamiento inadecuado,Baja,17721
IS_658174,2024/02/04,Comportamiento inadecuado,Baja,17418
IS_187455,2023-01-27,Vandalismo,Alta,18431
IS_198499,2024/04/19,Robo,Baja,18376
IS_449092,2023-03-07,Comportamiento inadecuado,Alta,17865
IS_690852,2024/01/26,,Baja,17730
IS_677302,2024/06/12,Robo,Media,52165
IS_35200,2024-07-30,Robo,Alta,17399
IS_268185,2023-01-06,,Media,8927341
IS_520598,2024-05-19,Robo,Baja,4985933
IS_657888,2022/11/04,Robo,Baja,16937
IS_303972,2024/04/29,Robo,Alta,17820
IS_992756,2024/03/08,Comportamiento inadecuado,Baja,8799549
IS_687810,2022-12-24,,Baja,18341
IS_758861,2024/05/30,Vandalismo,Alta,17711
IS_174240,2023-10-07,Vandalismo,Alta*,7129053
IS_206638,2022/12/26,Robo,Media,16908
IS_176973,2023/03/01,Vandalismo,Media,17016
IS_310267,2024-07-17,,Baja,52146
IS_48936,2023-05-30,Comportamiento inadecuado,Alta,18392
IS_118735,2023-06-16,Vandalismo,Baja,18116
IS_344392,2023/02/14,,Media,16879
IS_604918,2024-09-02,Daño estructural,Baja,52056
IS_473012,2022/10/31,Vandalismo,Alta,16730
IS_256466,2024/10/08,Daño estructural,Media,17124
IS_204074,2023-05-16,Vandalismo,Media,7882665
IS_578062,2024-08-23,Daño estructural,Alta,16916
IS_59987,2022/10/14,Robo,Baja,17248
IS_405565,2023-04-10,Daño estructural,Baja,17056
IS_262951,2023-04-15,Daño estructural,Baja,17452
IS_788656,2023/04/23,Comportamiento inadecuado,Media,52125
IS_414674,2024-03-01,Vandalismo,Media,17450
IS_805945,2023-01-06,Robo,Media,9046339
IS_831600,2023-03-19,Robo,Alta,16700
IS_111703,2024/02/13,Comportamiento inadecuado,Alta,52232
IS_28031,2023/06/18,Comportamiento inadecuado,Media,16839
IS_327182,2023/10/14,Robo,Baja,18006
IS_124152,2023/01/12,Comportamiento inadecuado,Baja,17927
IS_898604,2024/05/20,,Media,17105
IS_476113,2023-10-04,Comportamiento inadecuado,Media,3991019
IS_102583,2024-05-25,Daño estructural,Baja,4988362
IS_235389,2024/04/02,Daño estructural,Baja,17922
IS_516242,2024-04-25,Robo,Baja,16895
IS_474889,2024-06-05,Robo,Media,4986431
IS_626221,2023/12/08,Robo,Media,17777
IS_101604,2022-12-02,Robo,Alta,18075
IS_227319,2024-09-17,Comportamiento inadecuado,Alta,16699
IS_32321,2024/03/15,Robo,Alta*,7165658
IS_435647,2022/12/20,Comportamiento inadecuado,Alta,5653737
IS_112216,2024/01/02,Vandalismo,Baja,6819615
IS_138797,2024-04-13,Robo,Media*,17355
IS_115240,2023-11-07,,Media,17355
IS_760541,2023/03/21,Daño estructural,Alta,18334
IS_126904,2023/11/25,Vandalismo,Alta_,18009
IS_30105,2023-04-06,Vandalismo,Media,16686
IS_157165,2024/01/09,Comportamiento inadecuado,Media,17901
IS_4132,2024/03/22,Daño estructural,Baja,18215
IS_951060,2023/09/13,,Baja,17926
IS_398983,2023-06-28,,Media,16733
IS_981595,2023/07/30,Robo,Alta,5173859
IS_832122,2024-06-21,Comportamiento inadecuado,Media,7861611
IS_724207,2023/01/11,Daño estructural,Baja*,5237113
IS_844367,2024-10-05,Daño estructural,Media*,5213826
IS_890598,2024-08-24,,Baja_,17297
IS_950851,2024/01/15,Robo,Media,17905
IS_316455,2023-02-26,Robo,Baja,5241180
IS_101779,2023/10/01,Daño estructural,Media,52038
IS_2588,2024-10-07,Daño estructural,Alta,9438309
IS_336280,2022-11-15,Robo,Baja,18067
IS_280144,2023/07/24,Vandalismo,Alta*,18072
IS_128474,2023-03-18,Robo,Baja*,18616
IS_611989,2024/02/22,Vandalismo,Alta_,52152
IS_449981,2023-01-15,,Alta,17103
IS_875467,2024/03/05,Comportamiento inadecuado,Baja,18173
IS_463009,2023-02-17,Daño estructural,Media,16736
IS_154339,2023-12-05,Robo,Alta,52047
IS_145587,2023-05-29,Vandalismo,Alta,8776080
IS_618900,2023-02-12,Vandalismo,Baja,18303
IS_968811,2023-12-23,Daño estructural,Baja,3573052
IS_281372,2023/02/27,Robo,Media,17962
IS_946882,2022/12/06,Comportamiento inadecuado,Alta,16696
IS_796051,2024/09/15,Vandalismo,Media,17931
IS_165733,2024/08/12,Comportamiento inadecuado,Baja,17610
IS_379084,2024-01-18,Robo,Baja,16976
IS_99058,2023/07/22,Robo,Baja,7182696
IS_338298,2023-01-05,Robo,Baja,18036
IS_868650,2023/08/29,Comportamiento inadecuado,Alta,17270
IS_573545,2023-08-29,Comportamiento inadecuado,Baja_,6819622
IS_531229,2023-01-09,Daño estructural,Media,17679
IS_606797,2023/05/09,Vandalismo,Baja,18488
IS_307196,2023-07-08,Comportamiento inadecuado,Media,17557
IS_277409,2024/07/17,Robo,Baja,17221
IS_751756,2023-08-09,Comportamiento inadecuado,Alta,17944
IS_345556,2024/08/27,Robo,Baja,5219934
IS_197553,2023-05-24,Vandalismo,Alta,17853
IS_351978,2024/02/05,Comportamiento inadecuado,Media,18040
IS_120880,2023/12/29,Daño estructural,Media,8786012
IS_508031,2023-02-19,Vandalismo,Baja,17267
IS_791771,2023/05/01,Comportamiento inadecuado,Alta,4988217
IS_516691,2024/02/20,Robo,Media,16891
IS_44198,2023-04-23,Comportamiento inadecuado,Baja,18431
IS_655578,2023-12-30,Vandalismo,Media,17027
IS_90263,2024-03-16,Robo,Alta,17400
IS_870740,2024/03/22,Vandalismo,Media,17591
IS_14012,2023/03/12,Vandalismo,Baja,17225
IS_292524,2024/06/09,Robo,Baja,17639
IS_276340,2024/02/05,Robo,Alta_,17453
IS_275035,2024/08/04,Robo,Alta,18536
IS_76522,2024/06/05,Comportamiento inadecuado,Baja,17107
IS_959939,2023-12-23,,Baja,17315
IS_154094,2023-07-31,Robo,Alta,17052
IS_516899,2023/06/13,Vandalismo,Alta,4749899
IS_628065,2023-10-25,Robo,Alta,18041
IS_657744,2022-11-16,Daño estructural,Media,17701
IS_412839,2023-02-11,,Alta,18462
IS_222351,2024/07/21,Comportamiento inadecuado,Media,8891581
IS_31342,2024-06-07,Comportamiento inadecuado,Media,16922
IS_474382,2023-11-03,Robo,Media*,5213822
IS_777209,2022-12-28,,Media,18343
IS_298321,2023/03/02,Comportamiento inadecuado,Baja,4737855
IS_682151,2023/05/03,Vandalismo,Media,16927
IS_708142,2024-08-18,Vandalismo,Alta,18284
IS_43892,2023/02/08,Daño estructural,Alta~,18102
IS_567223,2023/05/19,Comportamiento inadecuado,Media,18582
IS_617103,2024-08-03,Vandalismo,Alta,17093
IS_424222,2024-08-01,Daño estructural,Media,8780154
IS_26566,2023/09/03,Comportamiento inadecuado,Baja,18347
IS_759676,2022/11/16,Vandalismo,Media,52131
IS_410010,2024/09/21,Vandalismo,Media,17180
IS_2436,2023-09-07,Robo,Media,5241180
IS_843829,2024/04/14,Robo,Media,17850
IS_489061,2023-10-08,Vandalismo,Baja,3531285
IS_83911,2024/03/31,Vandalismo,Baja,18382
IS_647394,2024/08/10,Daño estructural,Baja,17666
IS_405336,2023-02-04,Vandalismo,Baja,18482
IS_638420,2024/01/05,Daño estructural,Alta,52207
IS_527524,2022/10/10,Comportamiento inadecuado,Baja,5654012
IS_493492,2024/04/03,Robo,Alta,18389
IS_41400,2023/06/24,,Baja,7928425
IS_872461,2024-01-23,Daño estructural,Alta,3531283
IS_740290,2024/04/06,Daño estructural,Alta,7595816
IS_718899,2024-04-10,,Alta,17545
IS_197339,2024/03/14,,Media,17070
IS_441336,2023-02-07,Comportamiento inadecuado,Baja,8799601
IS_176697,2024-04-09,Daño estructural,Alta,7168553
IS_732111,2024/03/06,Comportamiento inadecuado,Media,52084
IS_563963,2023-04-20,Comportamiento inadecuado,Media,8799547
IS_967900,2022-10-12,Vandalismo,Alta,18423
IS_148294,2023/07/09,Vandalismo,Media,18418
IS_43777,2024/09/03,Daño estructural,Alta,18605
IS_614116,2024-06-01,Robo,Media,3991087
IS_28640,2022-12-02,Daño estructural,Alta,3568708
IS_242610,2023/10/07,,Alta,17559
IS_365613,2024/07/20,Robo,Media,18335
IS_15681,2023/04/15,Comportamiento inadecuado,Media,18580
IS_444838,2023/12/14,Robo,Baja,17298
IS_312924,2023-12-28,Daño estructural,Media,3960929
IS_560836,2023-12-02,Vandalismo,Media,17150
IS_130506,2023/11/30,Robo,Media,18466
IS_492934,2024-03-15,Comportamiento inadecuado,Media,8785833
IS_456724,2023/10/29,Daño estructural,Media,3568167
IS_225553,2024-01-24,,Alta,17857
IS_802785,2024-06-02,Vandalismo,Media~,4940263
IS_662602,2024/05/03,Robo,Baja,17503
IS_146309,2023/03/18,Robo,Baja,16838
IS_140535,2023-06-13,Comportamiento inadecuado,Baja~,5241182
IS_98203,2022-11-30,,Media,16718
IS_92508,2023-04-12,Comportamiento inadecuado,Media,18014
IS_105801,2022/10/14,Comportamiento inadecuado,Media,17593
IS_572977,2023/01/31,Comportamiento inadecuado,Alta,9424149
IS_810615,2024-05-11,Robo,Alta,18353
IS_250450,2024-07-03,Comportamiento inadecuado,Baja*,16911
IS_533899,2024/05/05,Vandalismo,Media,17639
IS_887016,2023-05-19,Vandalismo,Alta,18009
IS_7354,2022/12/30,Vandalismo,Alta,5218564
IS_723111,2024/02/16,Comportamiento inadecuado,Baja,16698
IS_288214,2023-03-28,Daño estructural,Baja,17643
IS_874006,2024/03/30,Comportamiento inadecuado,Media,52042
IS_331788,2022-11-29,Vandalismo,Media,17899
IS_35461,2024/04/03,Robo,Media,52211
IS_963378,2023-02-16,Vandalismo,Alta,17777
IS_336443,2024/03/28,Comportamiento inadecuado,Alta,17974
IS_237285,2023/10/05,Robo,Baja_,4730835
IS_856474,2023/11/06,Robo,Alta,16990
IS_736270,2023-09-01,Comportamiento inadecuado,Alta,17152
IS_108661,2024/02/25,Vandalismo,Alta,17053
