ID,FechaIntervencion,TipoIntervencion,EstadoPrevio,EstadoPosterior,JuegoID,IncidenciaID
MA_015709,11-10-2024,Preventivo,Operativo,,JG_244510,
MA_015710,2024-10-11,Preventivo,Operativo,Operativo,JG_821097,
MA_015711,11-10-2024,Preventivo,Operativo,Operativo,JG_183076,
MA_015712,2024-10-11,Preventivo,,Operativo,JG_277097,
MA_015713,2024-10-11,Prevetivo,Operativo,Operativo,JG_896741,
MA_015714,2024-10-11,Preventivo,Operativo,Operativo,JG_468059,
MA_015715,2024-10-11,Prevetivo,Operativo,Operativo,JG_458504,
MA_015716,2024-10-11,Preventivo,Operativo,,JG_775524,
MA_015717,,Prevetivo,Operativo,Operativo,JG_200876,
MA_015718,2024-10-11,Preventivo,Operativo,Operativo,JG_802035,
MA_015719,2024-10-11,Preventivo,Operativo,Operativo,JG_639554,
MA_015720,2024-10-11,Preventivo,Operativo,,JG_72618,
MA_015721,2024-10-11,Prevetivo,,Operativo,JG_686262,
MA_015722,2024-10-11,Preventivo,Operativo,Operativo,JG_894140,
MA_015723,2024-10-11,Preventivo,Operativo,Operativo,JG_147808,
MA_015724,2024-10-11,Preventivo,Operativo,Operativo,JG_303636,
MA_015725,2024-10-11,Preventivo,Operativo,Operativo,JG_153478,
MA_015726,2024-10-11,Preventivo,Operativo,,JG_303961,
MA_015727,2024-10-11,Preventivo,Operativo,Operativo,JG_768039,
MA_015728,11-10-2024,Prevetivo,Operativo,Operativo,JG_75275,
MA_015729,2024.10.11,Preventivo,Operativo,Operativo,JG_988557,
MA_015730,2024-10-11,Preventivo,Operativo,Operativo,JG_712443,
MA_015731,2024-10-11,Preventivo,,Operativo,JG_748853,
MA_015732,2024-10-11,Preventivo,Operativo,,JG_191673,
MA_015733,2024-10-11,Preventivo,Operativo,Operativo,JG_237099,
MA_015734,11-10-2024,Preventivo,,Operativo,JG_553993,
MA_015735,2024-10-11,Preventivo,Operativo,Operativo,JG_871650,
MA_015736,2024-10-11,Preventivo,Operativo,Operativo,JG_288234,
MA_015737,2024-10-11,Preventivo,Operativo,Operativo,JG_811674,
MA_015738,2024.10.11,Preventivo,Operativo,,JG_674361,
MA_015739,2024.10.11,Preventivo,Operativo,Operativo,JG_215873,
MA_015740,,Preventivo,Operativo,Operativo,JG_631725,
MA_015741,,Preventivo,,Operativo,JG_2172,
MA_015742,2024-10-11,Preventivo,,Operativo,JG_22305,
MA_015743,,Preventivo,Operativo,,JG_779384,
MA_015744,11-10-2024,Preventivo,Operativo,Operativo,JG_416557,
MA_015745,2024-10-11,Preventivo,,,JG_70465,
MA_015746,2024-10-11,Preventivo,Operativo,Operativo,JG_997916,
MA_015747,2024-10-11,Preventivo,Operativo,Operativo,JG_82263,
MA_015748,11-10-2024,Preventivo,,Operativo,JG_583840,
MA_015749,2024-10-11,Preventivo,Operativo,,JG_625908,
MA_015750,2024-10-11,Prevetivo,Operativo,Operativo,JG_288767,
MA_015751,2024-10-11,Preventivo,Operativo,Operativo,JG_628449,
MA_015752,2024-10-11,Preventivo,Operativo,Operativo,JG_183567,
MA_015753,2024.10.11,Preventivo,Operativo,Operativo,JG_224752,
MA_015754,2024-10-11,Preventivo,,Operativo,JG_993166,
MA_015755,,Preventivo,Operativo,,JG_316082,
MA_015756,2024-10-11,Preventivo,Operativo,Operativo,JG_205462,
MA_015757,2024-10-11,Preventivo,Operativo,Operativo,JG_14846,
MA_015758,,Preventivo,Operativo,Operativo,JG_103604,
MA_015759,,Preventivo,Operativo,,JG_962692,
MA_015760,2024-10-11,Prevetivo,Operativo,Operativo,JG_613554,
MA_015761,2024-10-11,Preventivo,Operativo,Operativo,JG_408829,
MA_015762,2024.10.11,Preventivo,Operativo,Operativo,JG_408058,
MA_015763,,Preventivo,Operativo,Operativo,JG_792075,
MA_015764,,Preventivo,Operativo,,JG_431841,
MA_015765,2024-10-11,Preventivo,Operativo,Operativo,JG_528987,
MA_015766,2024-10-11,Preventivo,Operativo,Operativo,JG_196131,
MA_015767,2024-10-11,Preventivo,Operativo,Operativo,JG_601877,
MA_015768,2024-10-11,Preventivo,Operativo,Operativo,JG_347449,
MA_015769,2024-10-11,Prevetivo,Operativo,Operativo,JG_439322,
MA_015770,2024-10-11,Preventivo,Operativo,Operativo,JG_922933,
MA_015771,2024-10-11,Preventivo,Operativo,Operativo,JG_354603,
MA_015772,,Preventivo,Operativo,Operativo,JG_200589,
MA_015773,2024-10-11,Preventivo,Operativo,Operativo,JG_319248,
MA_015774,2024-10-11,Preventivo,Operativo,Operativo,JG_684057,
MA_015775,,Preventivo,,Operativo,JG_397057,
MA_015776,2024-10-11,Preventivo,Operativo,Operativo,JG_704167,
MA_015777,2024-10-11,Preventivo,Operativo,Operativo,JG_535540,
MA_015778,2024-10-11,Preventivo,Operativo,Operativo,JG_592104,
MA_015779,2024-10-11,Preventivo,Operativo,Operativo,JG_86080,
MA_015780,11-10-2024,Preventivo,Operativo,Operativo,JG_630667,
MA_015781,2024-10-11,Preventivo,Operativo,Operativo,JG_346722,
MA_015782,10/11/2024,Preventivo,Operativo,Operativo,JG_668351,
MA_015783,2024-10-11,Preventivo,Operativo,Operativo,JG_593811,
MA_015784,2024.10.11,Preventivo,Operativo,Operativo,JG_802500,
MA_015785,2024.10.11,Preventivo,,Operativo,JG_997203,
MA_015786,11-10-2024,Preventivo,Operativo,Operativo,JG_433932,
MA_015787,2024-10-11,Preventivo,Operativo,Operativo,JG_619273,
MA_015788,2024-10-11,Preventivo,,Operativo,JG_576140,
MA_015789,2024-10-11,Preventivo,Operativo,Operativo,JG_489384,
MA_015790,2024-10-11,Preventivo,Operativo,Operativo,JG_639509,
MA_015791,11-10-2024,Preventivo,Operativo,Operativo,JG_709885,
MA_015792,2024-10-11,Preventivo,Operativo,Operativo,JG_665703,
MA_015793,2024-10-11,Preventivo,Operativo,Operativo,JG_488352,
MA_015794,,Preventivo,Operativo,,JG_311872,
MA_015795,2024-10-11,Preventivo,Operativo,Operativo,JG_200349,
MA_015796,2024-10-11,Preventivo,Operativo,Operativo,JG_491694,
MA_015797,2024-10-11,Preventivo,Operativo,Operativo,JG_320254,
MA_015798,2024-10-11,Preventivo,Operativo,Operativo,JG_987060,
MA_015799,2024-10-11,Preventivo,Operativo,,JG_272977,
MA_015800,2024.10.11,Prevetivo,Operativo,Operativo,JG_18357,
MA_015801,10/11/2024,Preventivo,Operativo,Operativo,JG_176144,
MA_015802,2024-10-11,Preventivo,Operativo,Operativo,JG_935826,
MA_015803,2024-10-11,Preventivo,Operativo,Operativo,JG_617683,
MA_015804,2024-10-11,Preventivo,Operativo,Operativo,JG_733554,
MA_015805,11-10-2024,Prevetivo,,Operativo,JG_377619,
MA_015806,2024-10-11,Preventivo,Operativo,Operativo,JG_96208,
MA_015807,2024-10-11,Preventivo,,Operativo,JG_688638,
MA_015808,2024-10-11,Prevetivo,,Operativo,JG_281833,
MA_015809,2024-10-11,Preventivo,Operativo,Operativo,JG_715047,
MA_015810,,Preventivo,Operativo,Operativo,JG_373132,
MA_015811,2024-10-11,Preventivo,,Operativo,JG_69989,
MA_015812,11-10-2024,Preventivo,Operativo,Operativo,JG_146178,
MA_015813,2024.10.11,Preventivo,Operativo,Operativo,JG_68999,
MA_015814,2024-10-11,Preventivo,Operativo,Operativo,JG_952736,
MA_015815,,Preventivo,Operativo,Operativo,JG_378683,
MA_015816,2024-10-11,Preventivo,Operativo,Operativo,JG_734866,
MA_015817,2024-10-11,Preventivo,Operativo,Operativo,JG_732022,
MA_015818,2024-10-11,Preventivo,Operativo,Operativo,JG_204692,
MA_015819,2024-10-11,Preventivo,Operativo,Operativo,JG_857381,
MA_015820,2024-10-11,Preventivo,Operativo,,JG_769531,
MA_015821,2024-10-11,Preventivo,Operativo,Operativo,JG_948923,
MA_015822,2024-10-11,Preventivo,Operativo,Operativo,JG_154498,
MA_015823,2024-10-11,Prevetivo,Operativo,Operativo,JG_892390,
MA_015824,11-10-2024,Preventivo,Operativo,Operativo,JG_730253,
MA_015825,,Preventivo,Operativo,Operativo,JG_264076,
MA_015826,2024-10-11,Preventivo,Operativo,Operativo,JG_413049,
MA_015827,2024-10-11,Preventivo,Operativo,Operativo,JG_847785,
MA_015828,2024-10-11,Preventivo,Operativo,Operativo,JG_206958,
MA_015829,2024.10.11,Preventivo,Operativo,Operativo,JG_188384,
MA_015830,2024-10-11,Preventivo,Operativo,Operativo,JG_246522,
MA_015831,2024-10-11,Preventivo,Operativo,Operativo,JG_590134,
MA_015832,11-10-2024,Preventivo,Operativo,Operativo,JG_870606,
MA_015833,2024-10-11,Prevetivo,Operativo,Operativo,JG_842532,
MA_015834,2024-10-11,Preventivo,Operativo,Operativo,JG_685354,
MA_015835,2024-10-11,Preventivo,Operativo,Operativo,JG_809121,
MA_015836,2024-10-11,Preventivo,,Operativo,JG_985649,
MA_015837,2024-10-11,Preventivo,Operativo,Operativo,JG_299429,
MA_015838,2024-10-11,Preventivo,Operativo,Operativo,JG_227644,
MA_015839,2024-10-11,Preventivo,Operativo,Operativo,JG_848025,
MA_015840,2024-10-11,Preventivo,,Operativo,JG_673021,
MA_015841,2024.10.11,Preventivo,Operativo,Operativo,JG_445448,
MA_015842,2024-10-11,Preventivo,Operativo,Operativo,JG_329234,
MA_015843,2024-10-11,Preventivo,Operativo,Operativo,JG_878363,
MA_015844,2024-10-11,Preventivo,Operativo,Operativo,JG_707633,
MA_015845,2024.10.11,Preventivo,Operativo,Operativo,JG_931701,
MA_015846,2024-10-11,Prevetivo,Operativo,Operativo,JG_88782,
MA_015847,2024-10-11,Preventivo,Operativo,Operativo,JG_264917,
MA_015848,2024-10-11,Preventivo,Operativo,Operativo,JG_852785,
MA_015849,2024-10-11,Preventivo,Operativo,Operativo,JG_465921,
MA_015850,2024-10-11,Preventivo,Operativo,Operativo,JG_754407,
MA_015851,2024-10-11,Preventivo,Operativo,Operativo,JG_635007,
MA_015852,2024-10-11,Preventivo,Operativo,Operativo,JG_371998,
MA_015853,2024-10-11,Prevetivo,Operativo,Operativo,JG_210068,
MA_015854,2024-10-11,Preventivo,Operativo,Operativo,JG_927288,
MA_015855,2024-10-11,Preventivo,Operativo,Operativo,JG_771854,
MA_015856,2024-10-11,Preventivo,Operativo,Operativo,JG_892020,
MA_015857,2024-10-11,Preventivo,Operativo,Operativo,JG_578000,
MA_015858,2024-10-11,Preventivo,Operativo,Operativo,JG_712142,
MA_015859,2024-10-11,Preventivo,Operativo,Operativo,JG_697723,
MA_015860,2024-10-11,Preventivo,Operativo,Operativo,JG_1672,
MA_015861,2024-10-11,Preventivo,Operativo,Operativo,JG_740990,
MA_015862,,Preventivo,Operativo,Operativo,JG_730912,
MA_015863,2024-10-11,Preventivo,Operativo,Operativo,JG_736621,
MA_015864,2024-10-11,Preventivo,Operativo,Operativo,JG_329066,
MA_015865,2024-10-11,Preventivo,Operativo,Operativo,JG_54138,
MA_015866,10/11/2024,Preventivo,Operativo,Operativo,JG_567456,
MA_015867,2024-10-11,Preventivo,,Operativo,JG_851395,
MA_015868,,Preventivo,Operativo,Operativo,JG_385082,
MA_015869,2024-10-11,Preventivo,Operativo,Operativo,JG_87288,
MA_015870,,Preventivo,Operativo,Operativo,JG_355005,
MA_015871,2024-10-11,Preventivo,Operativo,,JG_395750,
MA_015872,2024-10-11,Preventivo,Operativo,Operativo,JG_529710,
MA_015873,2024-10-11,Preventivo,Operativo,Operativo,JG_821211,
MA_015874,2024-10-11,Preventivo,Operativo,Operativo,JG_113245,
MA_015875,2024-10-11,Preventivo,Operativo,Operativo,JG_805193,
MA_015876,2024-10-11,Preventivo,Operativo,Operativo,JG_673743,
MA_015877,2024-10-11,Preventivo,Operativo,Operativo,JG_75195,
MA_015878,,Preventivo,Operativo,Operativo,JG_543782,
MA_015879,2024-10-11,Preventivo,Operativo,Operativo,JG_185467,
MA_015880,10/11/2024,Preventivo,Operativo,Operativo,JG_251636,
MA_015881,10/11/2024,Preventivo,Operativo,,JG_178319,
MA_015882,2024-10-11,Preventivo,Operativo,Operativo,JG_389599,
MA_015883,2024-10-11,Preventivo,Operativo,Operativo,JG_264868,
MA_015884,2024-10-11,Prevetivo,Operativo,Operativo,JG_856273,
MA_015885,2024.10.11,Preventivo,Operativo,Operativo,JG_191854,
MA_015886,2024-10-11,Preventivo,Operativo,Operativo,JG_151043,
MA_015887,2024-10-11,Preventivo,Operativo,Operativo,JG_28477,
MA_015888,2024-10-11,Preventivo,Operativo,Operativo,JG_820886,
MA_015889,10/11/2024,Preventivo,Operativo,Operativo,JG_275344,
MA_015890,2024-10-11,Preventivo,Operativo,Operativo,JG_165552,
MA_015891,11-10-2024,Preventivo,,Operativo,JG_94999,
MA_015892,2024-10-11,Prevetivo,,Operativo,JG_432414,
MA_015893,2024-10-11,Preventivo,Operativo,Operativo,JG_330022,
MA_015894,2024-10-11,Preventivo,Operativo,Operativo,JG_24184,
MA_015895,2024-10-11,Prevetivo,Operativo,Operativo,JG_816350,
MA_015896,2024-10-11,Preventivo,Operativo,Operativo,JG_562925,
MA_015897,2024-10-11,Preventivo,Operativo,Operativo,JG_821110,
MA_015898,10/11/2024,Preventivo,Operativo,Operativo,JG_177319,
MA_015899,2024-10-11,Preventivo,Operativo,Operativo,JG_904212,
MA_015900,2024-10-11,Preventivo,Operativo,Operativo,JG_56482,
MA_015901,2024-10-11,Preventivo,Operativo,Operativo,JG_712351,
MA_015902,2024-10-11,Preventivo,Operativo,Operativo,JG_604926,
MA_015903,2024-10-11,Preventivo,Operativo,Operativo,JG_993132,
MA_015904,,Preventivo,Operativo,Operativo,JG_678299,
MA_015905,11-10-2024,Preventivo,Operativo,Operativo,JG_386533,
MA_015906,2024-10-11,Preventivo,Operativo,,JG_742523,
MA_015907,2024-10-11,Preventivo,,Operativo,JG_803972,
MA_015908,2024-10-11,Preventivo,Operativo,Operativo,JG_679413,
MA_015909,2024-10-11,Preventivo,Operativo,Operativo,JG_742631,
MA_015910,,Preventivo,Operativo,Operativo,JG_827559,
MA_015911,2024-10-11,Preventivo,Operativo,Operativo,JG_326431,
MA_015912,2024-10-11,Preventivo,Operativo,Operativo,JG_609807,
MA_015913,11-10-2024,Preventivo,Operativo,Operativo,JG_312756,
MA_015914,2024-10-11,Preventivo,Operativo,Operativo,JG_458989,
MA_015915,2024-10-11,Preventivo,Operativo,Operativo,JG_50335,
MA_015916,2024-10-11,Preventivo,Operativo,Operativo,JG_683594,
MA_015917,2024-10-11,Preventivo,Operativo,Operativo,JG_484835,
MA_015918,10/11/2024,Preventivo,Operativo,Operativo,JG_802048,
MA_015919,2024-10-11,Preventivo,Operativo,Operativo,JG_107268,
MA_015920,2024-10-11,Preventivo,Operativo,Operativo,JG_169665,
MA_015921,2024-10-11,Preventivo,Operativo,Operativo,JG_669133,
MA_015922,2024-10-11,Preventivo,Operativo,Operativo,JG_864560,
MA_015923,2024-10-11,Preventivo,Operativo,,JG_282801,
MA_015924,2024-10-11,Preventivo,,,JG_773450,
MA_015925,10/11/2024,Preventivo,Operativo,Operativo,JG_309057,
MA_015926,2024-10-11,Preventivo,,Operativo,JG_427362,
MA_015927,2024-10-11,Preventivo,Operativo,Operativo,JG_519161,
MA_015928,2024-10-11,Preventivo,Operativo,Operativo,JG_378984,
MA_015929,2024-10-11,Preventivo,Operativo,Operativo,JG_531961,
MA_015930,2024-10-11,Preventivo,Operativo,Operativo,JG_695721,
MA_015931,2024-10-11,Preventivo,,,JG_425687,
MA_015932,2024-10-11,Preventivo,Operativo,Operativo,JG_120637,
MA_015933,2024-10-11,Preventivo,Operativo,Operativo,JG_125554,
MA_015934,2024-10-11,Preventivo,Operativo,Operativo,JG_826169,
MA_015935,2024-10-11,Preventivo,Operativo,Operativo,JG_520370,
MA_015936,2024-10-11,Preventivo,Operativo,Operativo,JG_802429,
MA_015937,2024-10-11,Preventivo,Operativo,,JG_338921,
MA_015938,2024-10-11,Preventivo,Operativo,Operativo,JG_747127,
MA_015939,2024-10-11,Preventivo,Operativo,Operativo,JG_874156,
MA_015940,2024-10-11,Preventivo,Operativo,Operativo,JG_269946,
MA_015941,2024-10-11,Preventivo,Operativo,Operativo,JG_781307,
MA_015942,2024-10-11,Preventivo,Operativo,Operativo,JG_7504,
MA_015943,11-10-2024,Preventivo,Operativo,Operativo,JG_806779,
MA_015944,2024-10-11,Preventivo,Operativo,Operativo,JG_909392,
MA_015945,2024-10-11,Preventivo,,Operativo,JG_267015,
MA_015946,2024-10-11,Preventivo,Operativo,Operativo,JG_369293,
MA_015947,2024-10-11,Preventivo,Operativo,Operativo,JG_448647,
MA_015948,2024-10-11,Preventivo,,Operativo,JG_901095,
MA_015949,2024-10-11,Preventivo,Operativo,Operativo,JG_357643,
MA_015950,2024-10-11,Preventivo,,Operativo,JG_823924,
MA_015951,2024-10-11,Preventivo,Operativo,Operativo,JG_787205,
MA_015952,2024-10-11,Preventivo,Operativo,Operativo,JG_7864,
MA_015953,2024-10-11,Preventivo,Operativo,Operativo,JG_993703,
MA_015954,2024-10-11,Prevetivo,Operativo,Operativo,JG_235282,
MA_015955,2024-10-11,Preventivo,,Operativo,JG_189209,
MA_015956,2024-10-11,Preventivo,Operativo,Operativo,JG_881600,
MA_015957,2024-10-11,Preventivo,Operativo,Operativo,JG_711300,
MA_015958,2024-10-11,Preventivo,Operativo,Operativo,JG_162766,
MA_015959,2024-10-11,Preventivo,Operativo,Operativo,JG_222646,
MA_015960,2024-10-11,Prevetivo,Operativo,Operativo,JG_874907,
MA_015961,2024-10-11,Preventivo,Operativo,Operativo,JG_285465,
MA_015962,2024-10-11,Preventivo,Operativo,Operativo,JG_32121,
MA_015963,2024-10-11,Preventivo,Operativo,Operativo,JG_931695,
MA_015964,2024-10-11,Preventivo,Operativo,Operativo,JG_909682,
MA_015965,2024-10-11,Preventivo,,Operativo,JG_259537,
MA_015966,2024-10-11,Preventivo,Operativo,Operativo,JG_826901,
MA_015967,2024-10-11,Preventivo,Operativo,Operativo,JG_196124,
MA_015968,,Preventivo,Operativo,Operativo,JG_465388,
MA_015969,10/11/2024,Preventivo,Operativo,Operativo,JG_521603,
MA_015970,2024-10-11,Preventivo,Operativo,Operativo,JG_532827,
MA_015971,2024-10-11,Preventivo,Operativo,Operativo,JG_984496,
MA_015972,2024-10-11,Preventivo,Operativo,,JG_872605,
MA_015973,11-10-2024,Preventivo,Operativo,Operativo,JG_31983,
MA_015974,2024-10-11,Preventivo,Operativo,Operativo,JG_725711,
MA_015975,2024-10-11,Prevetivo,Operativo,Operativo,JG_103141,
MA_015976,2024-10-11,Preventivo,Operativo,Operativo,JG_747971,
MA_015977,2024-10-11,Preventivo,Operativo,Operativo,JG_525522,
MA_015978,,Preventivo,Operativo,Operativo,JG_567168,
MA_015979,2024-10-11,Preventivo,Operativo,Operativo,JG_575528,
MA_015980,2024-10-11,Preventivo,Operativo,Operativo,JG_41345,
MA_015981,2024-10-11,Prevetivo,Operativo,Operativo,JG_693853,
MA_015982,2024-10-11,Preventivo,Operativo,Operativo,JG_657794,
MA_015983,2024-10-11,Preventivo,Operativo,Operativo,JG_642235,
MA_015984,2024-10-11,Preventivo,Operativo,Operativo,JG_570892,
MA_015985,10/11/2024,Preventivo,Operativo,Operativo,JG_326746,
MA_015986,2024-10-11,Prevetivo,Operativo,Operativo,JG_635374,
MA_015987,2024-10-11,Preventivo,Operativo,Operativo,JG_234928,
MA_015988,10/11/2024,Preventivo,Operativo,Operativo,JG_736469,
MA_015989,2024-10-11,Preventivo,Operativo,Operativo,JG_307062,
MA_015990,2024-10-11,Preventivo,,Operativo,JG_235789,
MA_015991,2024-10-11,Prevetivo,Operativo,Operativo,JG_193115,
MA_015992,2024-10-11,Prevetivo,Operativo,Operativo,JG_199747,
MA_015993,2024-10-11,Preventivo,Operativo,Operativo,JG_173316,
MA_015994,2024-10-11,Preventivo,Operativo,Operativo,JG_201130,
MA_015995,2024-10-11,Preventivo,Operativo,Operativo,JG_319315,
MA_015996,2024-10-11,Preventivo,Operativo,Operativo,JG_476871,
MA_015997,2024-10-11,Preventivo,,Operativo,JG_581330,
MA_015998,2024-10-11,Prevetivo,Operativo,Operativo,JG_899186,
MA_015999,2024-10-11,Preventivo,,Operativo,JG_936311,
MA_016000,,Preventivo,Operativo,,JG_59606,
MA_016001,2024-10-11,Prevetivo,Operativo,Operativo,JG_58715,
MA_016002,2024-10-11,Preventivo,Operativo,Operativo,JG_515012,
MA_016003,2024-10-11,Preventivo,Operativo,Operativo,JG_29240,
MA_016004,,Preventivo,Operativo,Operativo,JG_847277,
MA_016005,2024-10-11,Prevetivo,Operativo,Operativo,JG_91360,
MA_016006,2024-10-11,Preventivo,Operativo,Operativo,JG_290590,
MA_016007,,Preventivo,Operativo,Operativo,JG_318923,
MA_016008,2024-10-11,Preventivo,Operativo,,JG_232232,
MA_016009,2024-10-11,Preventivo,Operativo,Operativo,JG_428064,
MA_016010,2024-10-11,Preventivo,Operativo,Operativo,JG_267927,
MA_016011,2024-10-11,Preventivo,Operativo,Operativo,JG_361129,
MA_016012,2024-10-11,Preventivo,Operativo,Operativo,JG_917208,
MA_016013,2024-10-11,Preventivo,Operativo,Operativo,JG_966146,
MA_016014,2024-10-11,Preventivo,Operativo,Operativo,JG_532093,
MA_016015,2024-10-11,Preventivo,Operativo,Operativo,JG_602875,
MA_016016,2024-10-11,Preventivo,Operativo,Operativo,JG_131204,
MA_016017,2024-10-11,Prevetivo,Operativo,Operativo,JG_955681,
MA_016018,2024-10-11,Prevetivo,Operativo,Operativo,JG_803454,
MA_016019,2024-10-11,Preventivo,Operativo,Operativo,JG_192774,
MA_016020,2024-10-11,Preventivo,Operativo,Operativo,JG_692812,
MA_016021,2024-10-11,Preventivo,Operativo,Operativo,JG_119098,
MA_016022,2024-10-11,Preventivo,Operativo,,JG_552966,
MA_016023,2024-10-11,Preventivo,Operativo,Operativo,JG_931076,
MA_016024,2024-10-11,Preventivo,Operativo,Operativo,JG_735058,
MA_016025,2024-10-11,Preventivo,Operativo,Operativo,JG_804466,
MA_016026,,Preventivo,Operativo,Operativo,JG_398334,
MA_016027,2024-10-11,Preventivo,Operativo,Operativo,JG_4654,
MA_016028,2024-10-11,Preventivo,Operativo,Operativo,JG_887361,
MA_016029,,Preventivo,Operativo,Operativo,JG_52392,
MA_016030,2024-10-11,Preventivo,Operativo,Operativo,JG_597122,
MA_016031,2024-10-11,Preventivo,Operativo,Operativo,JG_940195,
MA_016032,2024-10-11,Preventivo,Operativo,Operativo,JG_121129,
MA_016033,2024-10-11,Preventivo,Operativo,Operativo,JG_929486,
MA_016034,10/11/2024,Preventivo,,Operativo,JG_559551,
MA_016035,2024-10-11,Preventivo,Operativo,Operativo,JG_160995,
MA_016036,2024-10-11,Preventivo,Operativo,Operativo,JG_192390,
MA_016037,2024-10-11,Preventivo,Operativo,Operativo,JG_740974,
MA_016038,2024-10-11,Preventivo,Operativo,Operativo,JG_916870,
MA_016039,2024-10-11,Preventivo,Operativo,Operativo,JG_109268,
MA_016040,2024-10-11,Preventivo,Operativo,Operativo,JG_873241,
MA_016041,2024-10-11,Preventivo,Operativo,Operativo,JG_539901,
MA_016042,2024-10-11,Preventivo,Operativo,Operativo,JG_68374,
MA_016043,,Preventivo,Operativo,Operativo,JG_207995,
MA_016044,2024-10-11,Preventivo,,Operativo,JG_945162,
MA_016045,2024-10-11,Prevetivo,Operativo,Operativo,JG_296444,
MA_016046,2024-10-11,Preventivo,Operativo,Operativo,JG_858267,
MA_016047,2024.10.11,Preventivo,Operativo,Operativo,JG_417510,
MA_016048,,Preventivo,Operativo,Operativo,JG_427544,
MA_016049,2024-10-11,Preventivo,Operativo,Operativo,JG_400184,
MA_016050,2024-10-11,Prevetivo,Operativo,Operativo,JG_794495,
MA_016051,2024-10-11,Preventivo,Operativo,Operativo,JG_918943,
MA_016052,2024-10-11,Prevetivo,Operativo,Operativo,JG_456690,
MA_016053,2024-10-11,Preventivo,Operativo,Operativo,JG_822039,
MA_016054,2024-10-11,Preventivo,Operativo,Operativo,JG_733762,
MA_016055,2024-10-11,Preventivo,Operativo,Operativo,JG_441276,
MA_016056,2024-10-11,Preventivo,Operativo,Operativo,JG_432863,
MA_016057,2024-10-11,Preventivo,Operativo,Operativo,JG_796739,
MA_016058,2024-10-11,Preventivo,Operativo,Operativo,JG_923945,
MA_016059,2024-10-11,Prevetivo,Operativo,Operativo,JG_711439,
MA_016060,2024-10-11,Preventivo,Operativo,Operativo,JG_3347,
MA_016061,2024-10-11,Preventivo,Operativo,Operativo,JG_680007,
MA_016062,2024-10-11,Preventivo,Operativo,Operativo,JG_919127,
MA_016063,2024-10-11,Preventivo,Operativo,Operativo,JG_799819,
MA_016064,2024-10-11,Preventivo,Operativo,Operativo,JG_737064,
MA_016065,2024-10-11,Preventivo,Operativo,,JG_384153,
MA_016066,2024-10-11,Preventivo,Operativo,Operativo,JG_447799,
MA_016067,2024-10-11,Preventivo,Operativo,Operativo,JG_764328,
MA_016068,10/11/2024,Prevetivo,Operativo,Operativo,JG_497224,
MA_016069,2024-10-11,Preventivo,Operativo,Operativo,JG_454892,
MA_016070,2024-10-11,Preventivo,,Operativo,JG_855427,
MA_016071,2024-10-11,Preventivo,Operativo,Operativo,JG_552110,
MA_016072,2024-10-11,Preventivo,Operativo,,JG_823876,
MA_016073,2024-10-11,Prevetivo,Operativo,Operativo,JG_471598,
MA_016074,2024-10-11,Preventivo,Operativo,Operativo,JG_549793,
MA_016075,2024-10-11,Preventivo,Operativo,Operativo,JG_185459,
MA_016076,2024-10-11,Preventivo,Operativo,Operativo,JG_791064,
MA_016077,2024.10.11,Prevetivo,Operativo,Operativo,JG_793187,
MA_016078,2024-10-11,Prevetivo,Operativo,Operativo,JG_70526,
MA_016079,2024-10-11,Preventivo,Operativo,Operativo,JG_160791,
MA_016080,2024.10.11,Preventivo,Operativo,Operativo,JG_485314,
MA_016081,2024.10.11,Preventivo,Operativo,Operativo,JG_287965,
MA_016082,2024-10-11,Preventivo,Operativo,Operativo,JG_7393,
MA_016083,2024-10-11,Preventivo,Operativo,Operativo,JG_805430,
MA_016084,2024-10-11,Preventivo,Operativo,Operativo,JG_416488,
MA_016085,2024-10-11,Prevetivo,Operativo,Operativo,JG_385382,
MA_016086,2024-10-11,Preventivo,Operativo,Operativo,JG_492597,
MA_016087,11-10-2024,Preventivo,Operativo,Operativo,JG_194350,
MA_016088,2024-10-11,Preventivo,Operativo,Operativo,JG_847610,
MA_016089,11-10-2024,Preventivo,Operativo,Operativo,JG_568081,
MA_016090,11-10-2024,Preventivo,Operativo,Operativo,JG_758105,
MA_016091,2024.10.11,Preventivo,Operativo,Operativo,JG_606976,
MA_016092,2024-10-11,Preventivo,Operativo,Operativo,JG_623697,
MA_016093,2024-10-11,Preventivo,Operativo,Operativo,JG_993296,
MA_016094,11-10-2024,Preventivo,Operativo,Operativo,JG_765194,
MA_016095,2024-10-11,Preventivo,Operativo,Operativo,JG_700595,
MA_016096,2024-10-11,Preventivo,Operativo,Operativo,JG_860231,
MA_016097,2024-10-11,Preventivo,,Operativo,JG_484167,
MA_016098,2024-10-11,Preventivo,Operativo,,JG_426074,
MA_016099,2024-10-11,Preventivo,Operativo,Operativo,JG_150480,
MA_016100,2024-10-11,Preventivo,Operativo,Operativo,JG_227334,
MA_016101,2024-10-11,Preventivo,Operativo,Operativo,JG_311557,
MA_016102,2024-10-11,Preventivo,Operativo,Operativo,JG_863403,
MA_016103,2024-10-11,Preventivo,Operativo,Operativo,JG_291415,
MA_016104,2024-10-11,Preventivo,Operativo,,JG_138021,
MA_016105,2024-10-11,Preventivo,Operativo,Operativo,JG_283396,
MA_016106,11-10-2024,Preventivo,Operativo,Operativo,JG_787589,
