ID,TipoIncidencia,FechaReporte,Estado,JuegoID,UsuarioID,MantenimientoID
INC_105319,Fallo técnico,2024-10-07,Abierta,5056348,U10285,"['MA_870973', 'MA_424321', 'MA_625716', 'MA_818150', 'MA_860145', 'MA_628003', 'MA_793751', 'MA_400470', 'MA_373915', 'MA_91639', 'MA_593526', 'MA_873582']"
INC_973634,Daño mayor,2023.04.24,Cerrada,21656,U10462,"['MA_661752', 'MA_236241', 'MA_658075', 'MA_317315', 'MA_956778', 'MA_559076', 'MA_791284', 'MA_397919', 'MA_131263', 'MA_860017', 'MA_670549', 'MA_949550', 'MA_329953', 'MA_431150', 'MA_528386']"
INC_159497,Daño menor,2023-02-24,Cerrada,7247998,U10011,"['MA_650076', 'MA_523340', 'MA_167464', 'MA_703063', 'MA_888322', 'MA_950857', 'MA_258076', 'MA_704951', 'MA_326804', 'MA_796285', 'MA_238687', 'MA_836810', 'MA_711754', 'MA_490776', 'MA_461656', 'MA_902510', 'MA_863944', 'MA_137857']"
INC_93575,Daño mayor,2023-07-06,Abierta,24871,U10499,"['MA_155471', 'MA_913320', 'MA_885600', 'MA_347487', 'MA_852658', 'MA_47991', 'MA_677036', 'MA_305472', 'MA_826738', 'MA_739724', 'MA_707930', 'MA_352996', 'MA_816730', 'MA_936070', 'MA_521909', 'MA_368638', 'MA_69740', 'MA_32107', 'MA_878654', 'MA_841171', 'MA_785256', 'MA_190821', 'MA_83990', 'MA_512948', 'MA_52532', 'MA_286427', 'MA_620060', 'MA_781302', 'MA_448384']"
INC_714608,Fallo técnico,2023-12-22,Abierta,19986,U10109,"['MA_218602', 'MA_870773', 'MA_340763', 'MA_525304', 'MA_954329', 'MA_591955', 'MA_877075', 'MA_503493', 'MA_55601', 'MA_424206', 'MA_993558', 'MA_790261', 'MA_174387']"
INC_631641,,15-06-2023,Abierta,5658435,U10044,"['MA_798453', 'MA_714383', 'MA_573166', 'MA_685302', 'MA_593249', 'MA_834909', 'MA_793602', 'MA_606001', 'MA_325265', 'MA_233883', 'MA_849624']"
INC_308437,Limpieza requerida,2023-02-09,Cerrada,57917,U10079,"['MA_873248', 'MA_368601', 'MA_344092', 'MA_860641', 'MA_739501']"
INC_337471,Daño mayor,2024-02-12,,58058,U10469,"['MA_282194', 'MA_901729', 'MA_864788', 'MA_878955', 'MA_867286']"
INC_922881,Daño menor,2023-07-02,Cerrada,33651,U10462,"['MA_114451', 'MA_701131', 'MA_268426']"
INC_446783,Fallo técnico,2024-06-11,En progreso,21169,U10138,"['MA_318219', 'MA_262084', 'MA_251702', 'MA_703014', 'MA_731494', 'MA_410004', 'MA_350746', 'MA_148734']"
INC_539452,Limpieza requerida,2022-10-30,Abierta,7182700,U10063,"['MA_37563', 'MA_771643', 'MA_867311']"
INC_870710,Fallo tecncio,,Cerrada,58685,U10397,"['MA_852558', 'MA_503323', 'MA_620028', 'MA_132910', 'MA_819853']"
INC_444050,Fallo técnico,2022-10-21,En progreso,8805156,U10477,"['MA_576960', 'MA_656431', 'MA_887044', 'MA_575818', 'MA_570884', 'MA_543588', 'MA_17541', 'MA_550972', 'MA_613485', 'MA_915229']"
INC_405693,Dañoo menor,2023-02-04,En progreso,4942109,U10378,"['MA_873338', 'MA_2776', 'MA_757559', 'MA_927731', 'MA_907212', 'MA_726962', 'MA_302933']"
INC_940986,Limpieza requerida,2024-04-04,Abierta,59105,U10232,"['MA_163699', 'MA_506711', 'MA_22052', 'MA_784312', 'MA_706576', 'MA_899368', 'MA_544773', 'MA_441965']"
INC_151725,Limpieza requerida,,,33873,U10393,"['MA_820631', 'MA_861590', 'MA_346854', 'MA_783858', 'MA_663265', 'MA_227536', 'MA_939151', 'MA_190234', 'MA_812027', 'MA_581804', 'MA_446069', 'MA_496607', 'MA_967066', 'MA_212224', 'MA_5182', 'MA_998251', 'MA_87444', 'MA_606691']"
INC_259202,Fallo técnico,,Cerrada,3580755,U10100,"['MA_777084', 'MA_241080', 'MA_208728', 'MA_155625', 'MA_20326', 'MA_515890', 'MA_556330', 'MA_319064', 'MA_168339', 'MA_512063', 'MA_739266', 'MA_255763', 'MA_745730', 'MA_881974']"
INC_386748,Daño menor,2024-06-27,Abierta,59538,U10320,"['MA_335191', 'MA_774356', 'MA_760845', 'MA_212510', 'MA_213771', 'MA_576327', 'MA_47329', 'MA_946928', 'MA_534109', 'MA_22719', 'MA_200518', 'MA_654092']"
INC_696709,Fallo técnico,2023-01-20,Cerrada,57939,U10229,"['MA_558306', 'MA_225117', 'MA_354130', 'MA_254016', 'MA_364283']"
INC_13717,Dañoo mayor,,En progreso,25703,U10043,"['MA_379425', 'MA_542599', 'MA_331321', 'MA_806769', 'MA_905657', 'MA_997660']"
INC_532965,Daño mayor,2023-12-20,En progreso,22131,U10197,"['MA_817246', 'MA_277427', 'MA_371032', 'MA_395856', 'MA_272513', 'MA_317668', 'MA_84998', 'MA_61885', 'MA_82228', 'MA_127881', 'MA_423169', 'MA_96376', 'MA_271835', 'MA_226394', 'MA_534009', 'MA_521214', 'MA_953244', 'MA_789264', 'MA_861867']"
INC_560854,Fallo técnico,2023-02-23,Cerrada,6905556,U10404,"['MA_634431', 'MA_680523', 'MA_966920', 'MA_885741', 'MA_539502', 'MA_6040', 'MA_787064', 'MA_445030', 'MA_803691', 'MA_556441', 'MA_49508', 'MA_788622', 'MA_778601', 'MA_950082', 'MA_740825']"
INC_656339,Fallo técnico,2023-01-27,Cerrada,25831,U10298,"['MA_131242', 'MA_460536', 'MA_541141', 'MA_830154', 'MA_667093', 'MA_203794', 'MA_932044']"
INC_933064,Dañoo mayor,2023-03-20,En progreso,33976,U10093,"['MA_622916', 'MA_365436', 'MA_962902', 'MA_854944', 'MA_546996', 'MA_683620', 'MA_10829', 'MA_153838', 'MA_429056']"
INC_117469,Limpieza requerida,2023-12-30,Cerrada,57900,U10320,['MA_239035']
INC_937957,Daño menor,2024-05-09,Abierta,57900,U10203,['MA_239035']
INC_154527,Limpieza requerida,2023-11-17,En progreso,21749,U10383,"['MA_820171', 'MA_290506', 'MA_329441', 'MA_824921', 'MA_411022', 'MA_246442', 'MA_25009', 'MA_874271', 'MA_877130', 'MA_106620', 'MA_761203', 'MA_293076']"
INC_18719,Limpieza requerida,,Abierta,9439831,U10329,"['MA_720342', 'MA_508731']"
INC_47743,Daño mayor,2024-03-24,Abierta,59920,U10204,"['MA_676650', 'MA_277377', 'MA_871454', 'MA_454468', 'MA_874945', 'MA_323795', 'MA_66301']"
INC_634963,Fallo técnico,2023-11-09,En progreso,7934650,U10057,"['MA_866363', 'MA_808309', 'MA_971385', 'MA_43245', 'MA_828360', 'MA_458280', 'MA_38957', 'MA_191171', 'MA_963564', 'MA_647826', 'MA_308429', 'MA_600988', 'MA_469638', 'MA_892584', 'MA_512294', 'MA_113378', 'MA_213061', 'MA_197112', 'MA_122454', 'MA_967123', 'MA_650585', 'MA_789813']"
INC_763520,,2024-02-07,Abierta,7887321,U10004,"['MA_504580', 'MA_281713', 'MA_153794', 'MA_759492', 'MA_452721', 'MA_826338', 'MA_875703', 'MA_97901', 'MA_80590', 'MA_778411', 'MA_275056']"
INC_904857,Limpieza requerida,2022-11-26,Abierta,35132,U10434,"['MA_271184', 'MA_345243', 'MA_224419', 'MA_460613', 'MA_796391', 'MA_679443', 'MA_653022', 'MA_555733', 'MA_682330', 'MA_233395', 'MA_937765', 'MA_532084']"
INC_434231,Fallo técnico,2024-03-15,En progreso,6905556,U10096,"['MA_634431', 'MA_680523', 'MA_966920', 'MA_885741', 'MA_539502', 'MA_6040', 'MA_787064', 'MA_445030', 'MA_803691', 'MA_556441', 'MA_49508', 'MA_788622', 'MA_778601', 'MA_950082', 'MA_740825']"
INC_670166,Fallo técnico,2024-09-28,Abierta,21475,U10419,"['MA_613860', 'MA_459673', 'MA_205377', 'MA_237812', 'MA_791182', 'MA_104712', 'MA_982261', 'MA_59846', 'MA_213116', 'MA_500874', 'MA_82011', 'MA_970117', 'MA_78275', 'MA_708732', 'MA_912140', 'MA_446806', 'MA_14506', 'MA_969821', 'MA_619307', 'MA_412509', 'MA_326255', 'MA_340723', 'MA_832634', 'MA_181671', 'MA_656365', 'MA_776594', 'MA_851922', 'MA_178788', 'MA_775104', 'MA_507939', 'MA_462102', 'MA_374869', 'MA_605111', 'MA_641947', 'MA_996417', 'MA_28196', 'MA_726309', 'MA_966138', 'MA_648979', 'MA_892734']"
INC_420551,,2023-03-20,,8942014,U10096,"['MA_464458', 'MA_632674', 'MA_130692', 'MA_33656']"
INC_127314,,2024-04-30,,5239355,U10216,"['MA_130794', 'MA_197596', 'MA_701400', 'MA_845623', 'MA_381631', 'MA_575266', 'MA_837651', 'MA_346604', 'MA_151780', 'MA_141665', 'MA_640956', 'MA_797684', 'MA_334444', 'MA_606996', 'MA_2785', 'MA_338508', 'MA_771274', 'MA_898325', 'MA_31219', 'MA_675781', 'MA_877933', 'MA_60625', 'MA_70880', 'MA_100296', 'MA_463114', 'MA_147254', 'MA_686536', 'MA_337411', 'MA_747584', 'MA_870384']"
INC_154703,Daño menor,2023-10-17,En progreso,451360,U10110,"['MA_582400', 'MA_924835', 'MA_392211', 'MA_499143', 'MA_730636', 'MA_598977', 'MA_527236', 'MA_798366']"
INC_34288,Fallo técnico,2024-06-11,En progreso,21032,U10272,"['MA_903175', 'MA_256447', 'MA_686531', 'MA_592774', 'MA_691712']"
INC_636433,Fallo técnico,2023-03-02,Abierta,5239355,U10277,"['MA_130794', 'MA_197596', 'MA_701400', 'MA_845623', 'MA_381631', 'MA_575266', 'MA_837651', 'MA_346604', 'MA_151780', 'MA_141665', 'MA_640956', 'MA_797684', 'MA_334444', 'MA_606996', 'MA_2785', 'MA_338508', 'MA_771274', 'MA_898325', 'MA_31219', 'MA_675781', 'MA_877933', 'MA_60625', 'MA_70880', 'MA_100296', 'MA_463114', 'MA_147254', 'MA_686536', 'MA_337411', 'MA_747584', 'MA_870384']"
INC_272232,Fallo técnico,2022-11-04,En progreso,34773,U10467,"['MA_957950', 'MA_693716', 'MA_879448', 'MA_703808', 'MA_125855', 'MA_759353', 'MA_429755']"
INC_687681,Daño mayor,2022-10-16,En progreso,34113,U10155,"['MA_508487', 'MA_222739', 'MA_984096', 'MA_743229', 'MA_146775', 'MA_584012', 'MA_821380', 'MA_513729', 'MA_531406', 'MA_958571']"
INC_152175,Daño mayor,2024-05-28,En progreso,60067,U10162,"['MA_401169', 'MA_847514', 'MA_373607', 'MA_644976', 'MA_916153', 'MA_361453', 'MA_165179', 'MA_31992', 'MA_840241', 'MA_210947', 'MA_433183', 'MA_777134', 'MA_139084', 'MA_33117', 'MA_817721']"
INC_302732,Daño menor,11/21/2022,En progreso,19203,U10038,"['MA_281961', 'MA_838672', 'MA_714348', 'MA_880768', 'MA_889378', 'MA_708253', 'MA_211576', 'MA_724289', 'MA_792336', 'MA_307176']"
INC_133024,Fallo técnico,2024-05-25,Abierta,33788,U10091,"['MA_776761', 'MA_504002', 'MA_469753', 'MA_296177', 'MA_635302', 'MA_130526', 'MA_499766', 'MA_622469', 'MA_458649', 'MA_480663', 'MA_249170', 'MA_510289', 'MA_337763', 'MA_972504', 'MA_674974', 'MA_965828']"
INC_284554,,2022-10-20,En progreso,9138381,U10260,"['MA_418167', 'MA_981776', 'MA_386157', 'MA_417524', 'MA_416671', 'MA_761005', 'MA_12514', 'MA_393916']"
INC_601584,Daño mayor,2024-01-11,Cerrada,7126525,U10295,"['MA_115913', 'MA_454382', 'MA_410455']"
INC_27881,Limpieza requerida,2024-04-24,,35228,U10079,"['MA_753130', 'MA_15364', 'MA_176966', 'MA_136570']"
INC_877079,,2023.05.25,En progreso,8803680,U10107,"['MA_701630', 'MA_667539']"
INC_420480,Limpieza requerida,2023-09-18,,22403,U10269,"['MA_453874', 'MA_576838', 'MA_689752', 'MA_544416', 'MA_311225', 'MA_497749', 'MA_629930', 'MA_25430', 'MA_985907', 'MA_330597']"
INC_33965,Fallo técnico,2024-03-14,,9284829,U10341,"['MA_254581', 'MA_11368', 'MA_795518', 'MA_661826', 'MA_300040', 'MA_369226']"
INC_377702,,2023-05-24,Abierta,20478,U10440,"['MA_704521', 'MA_349076', 'MA_616120']"
INC_740503,Fallo tecncio,17-11-2023,En progreso,5239355,U10244,"['MA_130794', 'MA_197596', 'MA_701400', 'MA_845623', 'MA_381631', 'MA_575266', 'MA_837651', 'MA_346604', 'MA_151780', 'MA_141665', 'MA_640956', 'MA_797684', 'MA_334444', 'MA_606996', 'MA_2785', 'MA_338508', 'MA_771274', 'MA_898325', 'MA_31219', 'MA_675781', 'MA_877933', 'MA_60625', 'MA_70880', 'MA_100296', 'MA_463114', 'MA_147254', 'MA_686536', 'MA_337411', 'MA_747584', 'MA_870384']"
INC_875701,Daño mayor,2023.04.02,Cerrada,8977304,U10314,"['MA_552049', 'MA_506625', 'MA_393997', 'MA_914136', 'MA_645826', 'MA_647252', 'MA_21525', 'MA_433299', 'MA_395827']"
INC_187308,Fallo tecncio,2023-05-23,Cerrada,7934649,U10209,"['MA_821187', 'MA_738467', 'MA_555648', 'MA_149810', 'MA_714344', 'MA_168626', 'MA_128812', 'MA_705274', 'MA_693796', 'MA_672473', 'MA_680548', 'MA_797929']"
INC_914597,Dañoo mayor,2024-04-17,Abierta,21166,U10475,"['MA_91242', 'MA_423224', 'MA_877434', 'MA_738353', 'MA_850390', 'MA_868059', 'MA_558043', 'MA_809077']"
INC_600984,Limpieza requerida,2024-09-19,En progreso,59926,U10421,"['MA_986237', 'MA_665656', 'MA_112782', 'MA_305799', 'MA_403615', 'MA_394661', 'MA_45663', 'MA_182996', 'MA_591845', 'MA_950982', 'MA_456820', 'MA_37779', 'MA_952143', 'MA_256530', 'MA_703149', 'MA_516187']"
INC_335234,Daño mayor,2023-06-27,Abierta,8971305,U10151,"['MA_313742', 'MA_772250', 'MA_976229', 'MA_39235', 'MA_168912', 'MA_465057', 'MA_945949', 'MA_437767', 'MA_850751', 'MA_231535', 'MA_308145', 'MA_856175', 'MA_480473', 'MA_981687', 'MA_382630', 'MA_582438', 'MA_916931', 'MA_216641', 'MA_302254', 'MA_256047', 'MA_677679', 'MA_575755', 'MA_31432', 'MA_501037', 'MA_45963', 'MA_470491', 'MA_607363', 'MA_26131', 'MA_137674', 'MA_397336', 'MA_408895', 'MA_747173', 'MA_329878', 'MA_907724', 'MA_991211', 'MA_942423', 'MA_93964', 'MA_730575']"
INC_596072,Daño menor,2023-05-26,Abierta,7247902,U10341,"['MA_845292', 'MA_735246', 'MA_771897', 'MA_823449', 'MA_997727', 'MA_352854', 'MA_924086', 'MA_945162', 'MA_18309', 'MA_700148', 'MA_315435', 'MA_396238', 'MA_906859', 'MA_802263', 'MA_640687', 'MA_655557', 'MA_312730']"
INC_626905,Limpieza requerida,,Cerrada,9424486,U10379,"['MA_171981', 'MA_520810']"
INC_899726,Daño menor,2022-10-30,Abierta,59301,U10343,"['MA_384964', 'MA_350275', 'MA_422947']"
INC_524180,Limpieza requerida,2023-11-05,Abierta,58029,U10069,"['MA_826000', 'MA_140130', 'MA_930287']"
INC_393155,,2024-05-08,En progreso,19020,U10499,"['MA_557656', 'MA_109610', 'MA_104816', 'MA_211077', 'MA_991142', 'MA_281786', 'MA_344751', 'MA_712296', 'MA_502388', 'MA_154897', 'MA_974611', 'MA_410081', 'MA_664910', 'MA_788223', 'MA_16487', 'MA_832824', 'MA_257476']"
INC_794142,Limpieza requerida,,Cerrada,5158975,U10486,"['MA_285344', 'MA_743026', 'MA_455279', 'MA_251066', 'MA_732618', 'MA_101291', 'MA_564130', 'MA_201300', 'MA_118683', 'MA_400820', 'MA_877492', 'MA_518505', 'MA_142889', 'MA_417433', 'MA_742193', 'MA_672753', 'MA_67589', 'MA_220014']"
INC_506274,Fallo técnico,2022-12-18,En progreso,59675,U10483,"['MA_998951', 'MA_1711', 'MA_408332']"
INC_918461,Daño mayor,,,58496,U10295,"['MA_543729', 'MA_562991', 'MA_210923', 'MA_417604', 'MA_404433', 'MA_654417', 'MA_652604', 'MA_379440']"
INC_542731,Daño mayor,2023.07.26,,8820200,U10001,"['MA_567840', 'MA_510121', 'MA_696171', 'MA_734487', 'MA_546178', 'MA_684072', 'MA_868048', 'MA_334285', 'MA_807289', 'MA_423526', 'MA_121301', 'MA_637123']"
INC_657586,Limpieza requerida,2023-07-03,En progreso,59911,U10155,"['MA_112528', 'MA_835411', 'MA_655268', 'MA_397386', 'MA_748521', 'MA_888341', 'MA_359802', 'MA_900979', 'MA_332923', 'MA_356418', 'MA_837327', 'MA_205926', 'MA_312380', 'MA_336087']"
INC_83804,Limpieza requerida,2023-08-14,Abierta,59920,U10044,"['MA_676650', 'MA_277377', 'MA_871454', 'MA_454468', 'MA_874945', 'MA_323795', 'MA_66301']"
INC_501619,Fallo técnico,2024-01-15,Cerrada,21082,U10348,"['MA_183162', 'MA_721343', 'MA_779553', 'MA_952705', 'MA_918586', 'MA_726302', 'MA_894268', 'MA_282210', 'MA_758969', 'MA_619042', 'MA_248836', 'MA_164757', 'MA_470193', 'MA_961180', 'MA_131027', 'MA_886813', 'MA_613041', 'MA_153407', 'MA_732166', 'MA_296201', 'MA_955031', 'MA_44300', 'MA_402333']"
INC_786976,,2023-04-07,Abierta,20971,U10160,"['MA_319760', 'MA_229502', 'MA_434675', 'MA_249010', 'MA_471290', 'MA_851903', 'MA_248727', 'MA_68885', 'MA_972237', 'MA_221911', 'MA_236835', 'MA_475442', 'MA_897550', 'MA_567477', 'MA_604246', 'MA_437377', 'MA_692088', 'MA_994974', 'MA_628780', 'MA_643995', 'MA_362639', 'MA_131004']"
INC_383974,Daño menor,2023-03-05,En progreso,58029,U10008,"['MA_826000', 'MA_140130', 'MA_930287']"
INC_957231,Fallo tecncio,2024-09-14,Abierta,7125684,U10029,"['MA_698539', 'MA_335950', 'MA_320024', 'MA_316180', 'MA_596358', 'MA_127907', 'MA_261386', 'MA_108905', 'MA_721472', 'MA_909608', 'MA_325675', 'MA_862380']"
INC_777759,,2023-01-14,Abierta,5211205,U10081,"['MA_795651', 'MA_533075', 'MA_904675', 'MA_579874', 'MA_24482', 'MA_698778', 'MA_401711', 'MA_999581', 'MA_173416']"
INC_277118,Daño mayor,2024.01.28,Cerrada,58282,U10089,"['MA_470307', 'MA_739617', 'MA_57325']"
INC_681846,Daño mayor,2023-07-02,Abierta,8930897,U10156,"['MA_603417', 'MA_588538', 'MA_358221', 'MA_353567', 'MA_448826', 'MA_110164', 'MA_880194']"
INC_64612,Daño menor,2023-04-22,Cerrada,22131,U10462,"['MA_817246', 'MA_277427', 'MA_371032', 'MA_395856', 'MA_272513', 'MA_317668', 'MA_84998', 'MA_61885', 'MA_82228', 'MA_127881', 'MA_423169', 'MA_96376', 'MA_271835', 'MA_226394', 'MA_534009', 'MA_521214', 'MA_953244', 'MA_789264', 'MA_861867']"
INC_699131,Limpieza requerida,2024-03-25,Cerrada,32772,U10024,
INC_177462,Daño menor,2022-10-21,En progreso,9424486,U10243,"['MA_171981', 'MA_520810']"
INC_991441,Fallo técnico,2024-01-02,Cerrada,21349,U10271,"['MA_224900', 'MA_464679', 'MA_602088', 'MA_426413', 'MA_30799']"
INC_983638,Limpieza requerida,2023-07-20,Cerrada,57939,U10404,"['MA_558306', 'MA_225117', 'MA_354130', 'MA_254016', 'MA_364283']"
INC_207120,Fallo técnico,2023-03-15,Cerrada,25077,U10188,"['MA_393002', 'MA_818338', 'MA_827007', 'MA_878455', 'MA_391449', 'MA_457330', 'MA_987220', 'MA_650806', 'MA_266087']"
INC_758909,Daño mayor,2022-12-03,Cerrada,4704484,U10267,"['MA_55805', 'MA_40572', 'MA_864679', 'MA_819756', 'MA_68471', 'MA_41570']"
INC_27061,Daño menor,,Cerrada,5158947,U10308,"['MA_667760', 'MA_95621', 'MA_858083', 'MA_746463', 'MA_560747', 'MA_629225', 'MA_594608', 'MA_539183', 'MA_8776', 'MA_710274', 'MA_90594', 'MA_449396', 'MA_370720']"
INC_287303,Fallo técnico,2023-02-25,Abierta,9294851,U10242,"['MA_193128', 'MA_920587', 'MA_190112']"
INC_518106,Fallo técnico,2023-04-02,Cerrada,19097,U10022,"['MA_370300', 'MA_965915', 'MA_654534', 'MA_772564', 'MA_299160', 'MA_891796', 'MA_658373', 'MA_337675']"
INC_141385,,30-01-2023,Cerrada,24896,U10286,"['MA_896907', 'MA_484259', 'MA_357664', 'MA_330574', 'MA_808178', 'MA_888844']"
INC_376089,Daño menor,,En progreso,22317,U10093,"['MA_251036', 'MA_540679', 'MA_936602', 'MA_208044', 'MA_22597', 'MA_433905', 'MA_573438', 'MA_688184', 'MA_992801', 'MA_450671']"
INC_953890,Fallo técnico,12/30/2022,,5658176,U10236,"['MA_784617', 'MA_508055', 'MA_388019', 'MA_55835', 'MA_941739', 'MA_522164', 'MA_413418', 'MA_665485', 'MA_404432', 'MA_787376', 'MA_634105', 'MA_206137', 'MA_481257', 'MA_297328']"
INC_662383,Limpieza requerida,2023-02-15,Abierta,33867,U10403,"['MA_491677', 'MA_107488', 'MA_443064', 'MA_671588', 'MA_964989', 'MA_314305', 'MA_825368', 'MA_544485', 'MA_465325', 'MA_282155', 'MA_834355', 'MA_922946', 'MA_196146', 'MA_463678', 'MA_721919', 'MA_546508', 'MA_180155', 'MA_383983', 'MA_627908', 'MA_381467', 'MA_193823', 'MA_642925', 'MA_206710', 'MA_862681', 'MA_802624', 'MA_863674', 'MA_777296', 'MA_703501', 'MA_436782', 'MA_446161', 'MA_107730', 'MA_395522']"
INC_83724,Fallo técnico,2023-06-12,En progreso,7898535,U10204,"['MA_540803', 'MA_577967', 'MA_386189', 'MA_328079', 'MA_750319', 'MA_91965', 'MA_129466', 'MA_425781', 'MA_630545', 'MA_117590', 'MA_490771', 'MA_155546']"
INC_93093,Daño menor,2024-04-21,Cerrada,4992011,U10468,"['MA_674329', 'MA_998604', 'MA_51890', 'MA_486595', 'MA_946331', 'MA_883859', 'MA_33820', 'MA_533582', 'MA_832934', 'MA_360011', 'MA_206089']"
INC_224245,Daño menor,2024-06-16,En progreso,20877,U10497,"['MA_779201', 'MA_228458', 'MA_566164', 'MA_773985', 'MA_485405', 'MA_680994', 'MA_213125']"
INC_721814,Daño mayor,2023-06-22,En progreso,9387121,U10171,"['MA_482244', 'MA_918265', 'MA_801753', 'MA_802737', 'MA_843496', 'MA_845199', 'MA_127932', 'MA_761099', 'MA_848229', 'MA_812823', 'MA_669584', 'MA_957081', 'MA_862243', 'MA_333046', 'MA_954659', 'MA_229608']"
INC_342263,Dañoo mayor,2024-04-17,En progreso,4987696,U10381,"['MA_976165', 'MA_548256', 'MA_126768', 'MA_801070', 'MA_512483', 'MA_625157']"
INC_538829,,2024-08-19,,9290960,U10218,"['MA_65542', 'MA_33698', 'MA_691350']"
INC_900452,Limpieza requerida,2024-06-30,En progreso,33696,U10056,"['MA_53386', 'MA_41158', 'MA_698404', 'MA_369587', 'MA_833514', 'MA_813157', 'MA_57682', 'MA_167473', 'MA_566750', 'MA_266834', 'MA_946363']"
INC_370035,Daño mayor,2023-12-24,En progreso,58698,U10348,"['MA_57531', 'MA_825675', 'MA_816652', 'MA_520233', 'MA_751100', 'MA_630783', 'MA_148987']"
INC_419575,Fallo técnico,2023-11-07,,9176949,U10040,"['MA_30466', 'MA_546795', 'MA_176008']"
INC_653827,Daño menor,2023-12-06,Cerrada,21677,U10373,"['MA_445249', 'MA_570055', 'MA_105137', 'MA_713804', 'MA_727109', 'MA_471631', 'MA_15848', 'MA_885933', 'MA_950877', 'MA_143907', 'MA_202778', 'MA_343610', 'MA_121913', 'MA_987290', 'MA_418659']"
INC_599456,Fallo tecncio,2023-12-04,En progreso,7247768,U10036,"['MA_600705', 'MA_371220', 'MA_572347', 'MA_487574', 'MA_593521', 'MA_623824', 'MA_229056']"
INC_230504,Daño menor,03/15/2024,Cerrada,7107765,U10441,"['MA_785918', 'MA_322066', 'MA_433477', 'MA_306496', 'MA_535183', 'MA_596651', 'MA_592814', 'MA_496795', 'MA_7025', 'MA_43489', 'MA_502384']"
INC_229028,Daño menor,2022-11-12,Cerrada,23344,U10378,"['MA_625972', 'MA_130390']"
INC_304560,Limpieza requerida,,,32500,U10218,"['MA_978352', 'MA_233044']"
INC_700007,Daño menor,2023-04-25,Abierta,60067,U10110,"['MA_401169', 'MA_847514', 'MA_373607', 'MA_644976', 'MA_916153', 'MA_361453', 'MA_165179', 'MA_31992', 'MA_840241', 'MA_210947', 'MA_433183', 'MA_777134', 'MA_139084', 'MA_33117', 'MA_817721']"
INC_292739,Limpieza requerida,2024-10-03,En progreso,33736,U10150,"['MA_848781', 'MA_338553', 'MA_754761', 'MA_577854', 'MA_794598', 'MA_326850', 'MA_464719']"
INC_258648,Dañoo menor,2023-11-18,,35190,U10044,"['MA_146348', 'MA_368620', 'MA_623889', 'MA_513579']"
INC_843107,Dañoo menor,19-10-2023,En progreso,21434,U10114,"['MA_332616', 'MA_659233', 'MA_781781', 'MA_619874', 'MA_772520', 'MA_801563', 'MA_712786', 'MA_247292', 'MA_151223', 'MA_619562', 'MA_140951', 'MA_807861', 'MA_80678', 'MA_864654', 'MA_764163', 'MA_737743', 'MA_771853', 'MA_369894']"
INC_418480,Limpieza requerida,12/17/2023,Abierta,33949,U10123,"['MA_85018', 'MA_655854', 'MA_316367', 'MA_555841', 'MA_184395']"
INC_532043,Limpieza requerida,2024-09-04,,21626,U10169,"['MA_734009', 'MA_938480', 'MA_920497', 'MA_64322', 'MA_455393', 'MA_703927', 'MA_885786', 'MA_974164', 'MA_341232', 'MA_758502', 'MA_346723']"
INC_773766,Fallo técnico,2023-02-25,Abierta,33969,U10389,"['MA_653778', 'MA_86625', 'MA_387162', 'MA_542731', 'MA_879417', 'MA_832923', 'MA_72754', 'MA_689716', 'MA_977234', 'MA_163611', 'MA_238836']"
INC_144685,Fallo técnico,2022-10-19,,60005,U10017,"['MA_145806', 'MA_468181', 'MA_547239', 'MA_130859', 'MA_364177', 'MA_811892']"
INC_845948,Daño menor,2022-10-26,Abierta,20503,U10052,"['MA_967201', 'MA_736437', 'MA_138367', 'MA_258299', 'MA_394999', 'MA_562044']"
INC_349810,Daño mayor,15-12-2023,En progreso,20298,U10048,['MA_56252']
INC_68132,Daño menor,2023-12-21,En progreso,21574,U10241,"['MA_744518', 'MA_49062', 'MA_671696', 'MA_925663', 'MA_451950', 'MA_272228', 'MA_475745', 'MA_281057', 'MA_344936', 'MA_124095', 'MA_539959', 'MA_137412', 'MA_79708', 'MA_902437', 'MA_127750', 'MA_301535', 'MA_648396', 'MA_120897', 'MA_800016', 'MA_403005', 'MA_326084', 'MA_169503', 'MA_74151', 'MA_459208', 'MA_484363', 'MA_785790', 'MA_662661', 'MA_320440', 'MA_355119', 'MA_539849', 'MA_521529', 'MA_174151', 'MA_236925', 'MA_209528', 'MA_89664', 'MA_759050', 'MA_909399', 'MA_962235', 'MA_765690', 'MA_954914', 'MA_424281', 'MA_79296', 'MA_903220', 'MA_130464', 'MA_984873', 'MA_10397']"
INC_555840,Limpieza requerida,2024-03-29,Abierta,33166,U10365,"['MA_803397', 'MA_886296', 'MA_606151', 'MA_133993', 'MA_740932', 'MA_689146', 'MA_826055', 'MA_869886', 'MA_771676', 'MA_749220', 'MA_41481', 'MA_930345', 'MA_934080', 'MA_258492', 'MA_869380', 'MA_839643', 'MA_963680']"
INC_818042,Daño menor,2024-09-19,Abierta,7612224,U10437,"['MA_322908', 'MA_923715', 'MA_889366']"
INC_56495,Daño mayor,2023-01-02,En progreso,58367,U10023,"['MA_374674', 'MA_15511', 'MA_833474', 'MA_82333']"
INC_102077,Fallo técnico,2024-07-18,En progreso,21025,U10181,"['MA_18609', 'MA_944575']"
